UniProt Name,UniProt Accession,UniProt gene,Ensembl Gene,CD,CSPA category,main functional class,Surfy,Surfy Score,surfy_class,uniprot_status,uniprot_current_accession,uniprot_current_entry_name,uniprot_primary_gene,gene_symbol_changed,foldable,class_conflict
ABCD1_HUMAN,P33897,ABCD1,ENSG00000101986,,NA,Transporters,nonsurface,0.309,non_surface,active_reviewed,P33897,ABCD1_HUMAN,ABCD1,no,yes,no
ABCD2_HUMAN,Q9UBJ2,ABCD2,ENSG00000173208,,NA,Transporters,nonsurface,0.3297,non_surface,active_reviewed,Q9UBJ2,ABCD2_HUMAN,ABCD2,no,yes,no
ABCD3_HUMAN,P28288,ABCD3,ENSG00000117528,,NA,Transporters,nonsurface,0.3895,non_surface,active_reviewed,P28288,ABCD3_HUMAN,ABCD3,no,yes,no
ABCD4_HUMAN,O14678,ABCD4,ENSG00000119688,,NA,Transporters,nonsurface,0.1466,non_surface,active_reviewed,O14678,ABCD4_HUMAN,ABCD4,no,yes,no
ABCG1_HUMAN,P45844,ABCG1,ENSG00000160179,,NA,Transporters,nonsurface,0.3553,non_surface,active_reviewed,P45844,ABCG1_HUMAN,ABCG1,no,yes,no
ABCG2_HUMAN,Q9UNQ0,ABCG2,ENSG00000118777,CD338,NA,Transporters,surface,0.674,surface,active_reviewed,Q9UNQ0,ABCG2_HUMAN,ABCG2,no,yes,no
ABCG4_HUMAN,Q9H172,ABCG4,ENSG00000172350,,NA,Transporters,surface,0.6128,surface,active_reviewed,Q9H172,ABCG4_HUMAN,ABCG4,no,yes,no
ABCG5_HUMAN,Q9H222,ABCG5,ENSG00000138075,,NA,Transporters,surface,0.7285,surface,active_reviewed,Q9H222,ABCG5_HUMAN,ABCG5,no,yes,no
ABCG8_HUMAN,Q9H221,ABCG8,ENSG00000143921,,NA,Transporters,,0.4551,unclassified,active_reviewed,Q9H221,ABCG8_HUMAN,ABCG8,no,yes,no
ABD12_HUMAN,Q8N2K0,ABHD12,ENSG00000100997,,NA,Unclassified,nonsurface,0.0798,non_surface,active_reviewed,Q8N2K0,ABD12_HUMAN,ABHD12,no,yes,no
ABH15_HUMAN,Q6UXT9,ABHD15,ENSG00000168792,,NA,,,0.3633,unclassified,active_reviewed,Q6UXT9,ABH15_HUMAN,ABHD15,no,yes,no
ABHD1_HUMAN,Q96SE0,ABHD1,ENSG00000143994,,NA,Unclassified,nonsurface,0.1557,non_surface,active_reviewed,Q96SE0,ABHD1_HUMAN,ABHD1,no,yes,no
ABHD2_HUMAN,P08910,ABHD2,ENSG00000140526,,NA,Unclassified,nonsurface,0.1557,non_surface,active_reviewed,P08910,ABHD2_HUMAN,ABHD2,no,yes,no
ABHD3_HUMAN,Q8WU67,ABHD3,ENSG00000158201,,NA,Unclassified,nonsurface,0.3693,non_surface,active_reviewed,Q8WU67,ABHD3_HUMAN,ABHD3,no,yes,no
ABHD6_HUMAN,Q9BV23,ABHD6,ENSG00000163686,,NA,Unclassified,nonsurface,0.0539,non_surface,active_reviewed,Q9BV23,ABHD6_HUMAN,ABHD6,no,yes,no
ABHDA_HUMAN,Q9NUJ1,ABHD10,ENSG00000144827,,NA,,,0.3613,unclassified,active_reviewed,Q9NUJ1,ABHDA_HUMAN,ABHD10,no,yes,no
ABHDD_HUMAN,Q7L211,ABHD13,ENSG00000139826,,NA,Unclassified,nonsurface,0.3054,non_surface,active_reviewed,Q7L211,ABHDD_HUMAN,ABHD13,no,yes,no
ABHEA_HUMAN,Q9BUJ0,ABHD14A,ENSG00000248487,,NA,Unclassified,nonsurface,0.2056,non_surface,active_reviewed,Q9BUJ0,ABHEA_HUMAN,ABHD14A,no,yes,no
ABHGA_HUMAN,O95870,ABHD16A,ENSG00000204427;ENSG00000206403;ENSG00000230475;ENSG00000236063;ENSG00000235676;ENSG00000231488;ENSG00000224552,,NA,Unclassified,nonsurface,0.0439,non_surface,active_reviewed,O95870,ABHGA_HUMAN,ABHD16A,no,yes,no
ABLM1_HUMAN,O14639,ABLIM1,ENSG00000099204,,NA,,,0.3713,unclassified,active_reviewed,O14639,ABLM1_HUMAN,ABLIM1,no,yes,no
ACACB_HUMAN,O00763,ACACB,ENSG00000076555,,NA,,,0.3992,unclassified,active_reviewed,O00763,ACACB_HUMAN,ACACB,no,yes,no
ACAD9_HUMAN,Q9H845,ACAD9,ENSG00000177646,,NA,,,0.2934,unclassified,active_reviewed,Q9H845,ACAD9_HUMAN,ACAD9,no,yes,no
ACADS_HUMAN,P16219,ACADS,ENSG00000122971,,NA,,,0.4072,unclassified,active_reviewed,P16219,ACADS_HUMAN,ACADS,no,yes,no
ACATN_HUMAN,O00400,SLC33A1,ENSG00000169359,,NA,Transporters,surface,0.6667,surface,active_reviewed,O00400,ACATN_HUMAN,SLC33A1,no,yes,no
ACBD5_HUMAN,Q5T8D3,ACBD5,ENSG00000107897,,NA,Unclassified,nonsurface,0.0898,non_surface,active_reviewed,Q5T8D3,ACBD5_HUMAN,ACBD5,no,yes,no
ACD10_HUMAN,Q6JQN1,ACAD10,ENSG00000111271,,NA,,nonsurface,0.0339,non_surface,active_reviewed,Q6JQN1,ACD10_HUMAN,ACAD10,no,yes,no
ACE2_HUMAN,Q9BYF1,ACE2,ENSG00000130234,,NA,Unclassified,surface,0.9322,surface,active_reviewed,Q9BYF1,ACE2_HUMAN,ACE2,no,yes,no
ACER1_HUMAN,Q8TDN7,ACER1,ENSG00000167769,,NA,Enzymes,nonsurface,0.3182,non_surface,active_reviewed,Q8TDN7,ACER1_HUMAN,ACER1,no,yes,no
ACER2_HUMAN,Q5QJU3,ACER2,ENSG00000177076,,NA,Enzymes,nonsurface,0.4859,non_surface,active_reviewed,Q5QJU3,ACER2_HUMAN,ACER2,no,yes,no
ACER3_HUMAN,Q9NUN7,ACER3,ENSG00000078124,,NA,Unclassified,,0.4152,unclassified,active_reviewed,Q9NUN7,ACER3_HUMAN,ACER3,no,yes,no
ACES_HUMAN,P22303,ACHE,ENSG00000087085,,1,Unclassified,surface,0.6747,surface,active_reviewed,P22303,ACES_HUMAN,ACHE,no,yes,no
ACE_HUMAN,P12821,ACE,ENSG00000159640,CD143,1,Enzymes,surface,0.7135,surface,active_reviewed,P12821,ACE_HUMAN,ACE,no,yes,no
ACH10_HUMAN,Q9GZZ6,CHRNA10,ENSG00000129749,,NA,Transporters,surface,0.8283,surface,active_reviewed,Q9GZZ6,ACH10_HUMAN,CHRNA10,no,yes,no
ACHA2_HUMAN,Q15822,CHRNA2,ENSG00000120903,,NA,Transporters,surface,0.9421,surface,active_reviewed,Q15822,ACHA2_HUMAN,CHRNA2,no,yes,no
ACHA3_HUMAN,P32297,CHRNA3,ENSG00000080644,,1,Transporters,surface,0.8361,surface,active_reviewed,P32297,ACHA3_HUMAN,CHRNA3,no,yes,no
ACHA4_HUMAN,P43681,CHRNA4,ENSG00000101204,,NA,Transporters,surface,0.9781,surface,active_reviewed,P43681,ACHA4_HUMAN,CHRNA4,no,yes,no
ACHA5_HUMAN,P30532,CHRNA5,ENSG00000169684,,NA,Transporters,surface,0.9307,surface,active_reviewed,P30532,ACHA5_HUMAN,CHRNA5,no,yes,no
ACHA6_HUMAN,Q15825,CHRNA6,ENSG00000147434,,NA,Transporters,surface,0.8689,surface,active_reviewed,Q15825,ACHA6_HUMAN,CHRNA6,no,yes,no
ACHA7_HUMAN,P36544,CHRNA7,ENSG00000175344;ENSG00000274542,,NA,Transporters,surface,0.9563,surface,active_reviewed,P36544,ACHA7_HUMAN,CHRNA7,no,yes,no
ACHA9_HUMAN,Q9UGM1,CHRNA9,ENSG00000174343,,NA,Transporters,surface,0.8822,surface,active_reviewed,Q9UGM1,ACHA9_HUMAN,CHRNA9,no,yes,no
ACHA_HUMAN,P02708,CHRNA1,ENSG00000138435,,NA,Transporters,surface,0.9337,surface,active_reviewed,P02708,ACHA_HUMAN,CHRNA1,no,yes,no
ACHB2_HUMAN,P17787,CHRNB2,ENSG00000160716,,NA,Transporters,surface,0.9941,surface,active_reviewed,P17787,ACHB2_HUMAN,CHRNB2,no,yes,no
ACHB3_HUMAN,Q05901,CHRNB3,ENSG00000147432,,NA,Transporters,surface,0.8667,surface,active_reviewed,Q05901,ACHB3_HUMAN,CHRNB3,no,yes,no
ACHB4_HUMAN,P30926,CHRNB4,ENSG00000117971,,NA,Transporters,surface,0.9293,surface,active_reviewed,P30926,ACHB4_HUMAN,CHRNB4,no,yes,no
ACHB_HUMAN,P11230,CHRNB1,ENSG00000170175,,NA,Transporters,surface,0.657,surface,active_reviewed,P11230,ACHB_HUMAN,CHRNB1,no,yes,no
ACHD_HUMAN,Q07001,CHRND,ENSG00000135902,,NA,Transporters,surface,0.9194,surface,active_reviewed,Q07001,ACHD_HUMAN,CHRND,no,yes,no
ACHE_HUMAN,Q04844,CHRNE,ENSG00000108556,,NA,Transporters,surface,0.9282,surface,active_reviewed,Q04844,ACHE_HUMAN,CHRNE,no,yes,no
ACHG_HUMAN,P07510,CHRNG,ENSG00000196811,,NA,Transporters,surface,0.88,surface,active_reviewed,P07510,ACHG_HUMAN,CHRNG,no,yes,no
ACKR1_HUMAN,Q16570,ACKR1,ENSG00000213088,CD234,NA,Receptors,surface,0.7006,surface,active_reviewed,Q16570,ACKR1_HUMAN,ACKR1,no,yes,no
ACKR2_HUMAN,O00590,ACKR2,ENSG00000144648,,NA,Receptors,surface,0.9436,surface,active_reviewed,O00590,ACKR2_HUMAN,ACKR2,no,yes,no
ACKR3_HUMAN,P25106,ACKR3,ENSG00000144476,,1,Receptors,surface,0.9454,surface,active_reviewed,P25106,ACKR3_HUMAN,ACKR3,no,yes,no
ACKR4_HUMAN,Q9NPB9,ACKR4,ENSG00000129048,,NA,Receptors,surface,0.9242,surface,active_reviewed,Q9NPB9,ACKR4_HUMAN,ACKR4,no,yes,no
ACL10_HUMAN,Q5JWF8,ACTL10,ENSG00000182584,,NA,,,0.3154,unclassified,active_reviewed,Q5JWF8,ACL10_HUMAN,ACTL10,no,yes,no
ACM1_HUMAN,P11229,CHRM1,ENSG00000168539,,NA,Receptors,surface,0.849,surface,active_reviewed,P11229,ACM1_HUMAN,CHRM1,no,yes,no
ACM2_HUMAN,P08172,CHRM2,ENSG00000181072,,NA,Receptors,surface,0.9144,surface,active_reviewed,P08172,ACM2_HUMAN,CHRM2,no,yes,no
ACM3_HUMAN,P20309,CHRM3,ENSG00000133019,,NA,Receptors,surface,0.9222,surface,active_reviewed,P20309,ACM3_HUMAN,CHRM3,no,yes,no
ACM4_HUMAN,P08173,CHRM4,ENSG00000180720,,NA,Receptors,surface,0.9681,surface,active_reviewed,P08173,ACM4_HUMAN,CHRM4,no,yes,no
ACM5_HUMAN,P08912,CHRM5,ENSG00000184984,,NA,Receptors,surface,0.9102,surface,active_reviewed,P08912,ACM5_HUMAN,CHRM5,no,yes,no
ACMSD_HUMAN,Q8TDX5,ACMSD,,,NA,Enzymes,nonsurface,0.1397,non_surface,active_reviewed,Q8TDX5,ACMSD_HUMAN,ACMSD,no,yes,no
ACOD_HUMAN,O00767,SCD,ENSG00000099194,,NA,Enzymes,nonsurface,0.1667,non_surface,active_reviewed,O00767,SCD_HUMAN,SCD,no,yes,no
ACOT9_HUMAN,Q9Y305,ACOT9,ENSG00000123130,,NA,,,0.2675,unclassified,active_reviewed,Q9Y305,ACOT9_HUMAN,ACOT9,no,yes,no
ACPH_HUMAN,P13798,APEH,ENSG00000164062,,NA,,nonsurface,0.2375,non_surface,active_reviewed,P13798,ACPH_HUMAN,APEH,no,yes,no
ACPM_HUMAN,O14561,NDUFAB1,ENSG00000004779,,NA,,,0.2535,unclassified,active_reviewed,O14561,ACPM_HUMAN,NDUFAB1,no,yes,no
ACRBP_HUMAN,Q8NEB7,ACRBP,ENSG00000111644,,NA,,,0.5729,unclassified,active_reviewed,Q8NEB7,ACRBP_HUMAN,ACRBP,no,yes,no
ACRO_HUMAN,P10323,ACR,ENSG00000100312,,NA,,,0.487,unclassified,active_reviewed,P10323,ACRO_HUMAN,ACR,no,yes,no
ACS2B_HUMAN,Q68CK6,ACSM2B,ENSG00000066813,,NA,,nonsurface,0.0559,non_surface,active_reviewed,Q68CK6,ACS2B_HUMAN,ACSM2B,no,yes,no
ACSF2_HUMAN,Q96CM8,ACSF2,ENSG00000167107,,NA,Unclassified,,0.5389,unclassified,active_reviewed,Q96CM8,ACSF2_HUMAN,ACSF2,no,yes,no
ACSL1_HUMAN,P33121,ACSL1,ENSG00000151726,,NA,Enzymes,nonsurface,0.0659,non_surface,active_reviewed,P33121,ACSL1_HUMAN,ACSL1,no,yes,no
ACSL3_HUMAN,O95573,ACSL3,ENSG00000123983,,NA,Enzymes,nonsurface,0.0838,non_surface,active_reviewed,O95573,ACSL3_HUMAN,ACSL3,no,yes,no
ACSL4_HUMAN,O60488,ACSL4,ENSG00000068366,,NA,Enzymes,nonsurface,0.0449,non_surface,active_reviewed,O60488,ACSL4_HUMAN,ACSL4,no,yes,no
ACSL5_HUMAN,Q9ULC5,ACSL5,ENSG00000197142,,NA,Enzymes,nonsurface,0.0739,non_surface,active_reviewed,Q9ULC5,ACSL5_HUMAN,ACSL5,no,yes,no
ACSL6_HUMAN,Q9UKU0,ACSL6,ENSG00000164398,,NA,Enzymes,nonsurface,0.0419,non_surface,active_reviewed,Q9UKU0,ACSL6_HUMAN,ACSL6,no,yes,no
ACSM1_HUMAN,Q08AH1,ACSM1,ENSG00000166743,,NA,Unclassified,nonsurface,0.1609,non_surface,active_reviewed,Q08AH1,ACSM1_HUMAN,ACSM1,no,yes,no
ACSM3_HUMAN,Q53FZ2,ACSM3,ENSG00000005187,,NA,Unclassified,,0.4631,unclassified,active_reviewed,Q53FZ2,ACSM3_HUMAN,ACSM3,no,yes,no
ACTHR_HUMAN,Q01718,MC2R,ENSG00000185231,,NA,Receptors,surface,0.9669,surface,active_reviewed,Q01718,ACTHR_HUMAN,MC2R,no,yes,no
ACV1B_HUMAN,P36896,ACVR1B,ENSG00000135503,,NA,Receptors,surface,0.9361,surface,active_reviewed,P36896,ACV1B_HUMAN,ACVR1B,no,yes,no
ACV1C_HUMAN,Q8NER5,ACVR1C,ENSG00000123612,,NA,Receptors,surface,0.8263,surface,active_reviewed,Q8NER5,ACV1C_HUMAN,ACVR1C,no,yes,no
ACVL1_HUMAN,P37023,ACVRL1,ENSG00000139567,,NA,Receptors,surface,0.8643,surface,active_reviewed,P37023,ACVL1_HUMAN,ACVRL1,no,yes,no
ACVR1_HUMAN,Q04771,ACVR1,ENSG00000115170,,1,Receptors,surface,0.8537,surface,active_reviewed,Q04771,ACVR1_HUMAN,ACVR1,no,yes,no
ADA10_HUMAN,O14672,ADAM10,ENSG00000137845,CD156c,1,Enzymes,surface,0.791,surface,active_reviewed,O14672,ADA10_HUMAN,ADAM10,no,yes,no
ADA11_HUMAN,O75078,ADAM11,ENSG00000073670,,NA,Enzymes,surface,0.7425,surface,active_reviewed,O75078,ADA11_HUMAN,ADAM11,no,yes,no
ADA12_HUMAN,O43184,ADAM12,ENSG00000148848,,1,Enzymes,surface,0.9276,surface,active_reviewed,O43184,ADA12_HUMAN,ADAM12,no,yes,no
ADA15_HUMAN,Q13444,ADAM15,ENSG00000143537,,1,Enzymes,surface,0.8244,surface,active_reviewed,Q13444,ADA15_HUMAN,ADAM15,no,yes,no
ADA17_HUMAN,P78536,ADAM17,ENSG00000151694,CD156b,1,Enzymes,surface,0.9581,surface,active_reviewed,P78536,ADA17_HUMAN,ADAM17,no,yes,no
ADA18_HUMAN,Q9Y3Q7,ADAM18,ENSG00000168619;ENSG00000278548,,NA,Enzymes,surface,0.7725,surface,active_reviewed,Q9Y3Q7,ADA18_HUMAN,ADAM18,no,yes,no
ADA19_HUMAN,Q9H013,ADAM19,ENSG00000135074,,1,Enzymes,surface,0.8643,surface,active_reviewed,Q9H013,ADA19_HUMAN,ADAM19,no,yes,no
ADA1A_HUMAN,P35348,ADRA1A,ENSG00000120907,,NA,Receptors,surface,0.9301,surface,active_reviewed,P35348,ADA1A_HUMAN,ADRA1A,no,yes,no
ADA1B_HUMAN,P35368,ADRA1B,ENSG00000170214,,NA,Receptors,surface,0.9213,surface,active_reviewed,P35368,ADA1B_HUMAN,ADRA1B,no,yes,no
ADA1D_HUMAN,P25100,ADRA1D,ENSG00000171873,,NA,Receptors,surface,0.8571,surface,active_reviewed,P25100,ADA1D_HUMAN,ADRA1D,no,yes,no
ADA20_HUMAN,O43506,ADAM20,ENSG00000134007,,NA,Enzymes,surface,0.6727,surface,active_reviewed,O43506,ADA20_HUMAN,ADAM20,no,yes,no
ADA21_HUMAN,Q9UKJ8,ADAM21,ENSG00000139985,,NA,Enzymes,surface,0.8124,surface,active_reviewed,Q9UKJ8,ADA21_HUMAN,ADAM21,no,yes,no
ADA22_HUMAN,Q9P0K1,ADAM22,ENSG00000008277,,1,Enzymes,surface,0.9681,surface,active_reviewed,Q9P0K1,ADA22_HUMAN,ADAM22,no,yes,no
ADA23_HUMAN,O75077,ADAM23,ENSG00000114948,,NA,Enzymes,surface,0.8583,surface,active_reviewed,O75077,ADA23_HUMAN,ADAM23,no,yes,no
ADA28_HUMAN,Q9UKQ2,ADAM28,ENSG00000042980,,NA,Enzymes,surface,0.9727,surface,active_reviewed,Q9UKQ2,ADA28_HUMAN,ADAM28,no,yes,no
ADA29_HUMAN,Q9UKF5,ADAM29,ENSG00000168594,,NA,Enzymes,surface,0.8244,surface,active_reviewed,Q9UKF5,ADA29_HUMAN,ADAM29,no,yes,no
ADA2A_HUMAN,P08913,ADRA2A,ENSG00000150594,,1,Receptors,surface,0.9626,surface,active_reviewed,P08913,ADA2A_HUMAN,ADRA2A,no,yes,no
ADA2B_HUMAN,P18089,ADRA2B,,,NA,Receptors,surface,0.7106,surface,active_reviewed,P18089,ADA2B_HUMAN,ADRA2B,no,yes,no
ADA2C_HUMAN,P18825,ADRA2C,ENSG00000184160,,1,Receptors,surface,0.8411,surface,active_reviewed,P18825,ADA2C_HUMAN,ADRA2C,no,yes,no
ADA30_HUMAN,Q9UKF2,ADAM30,ENSG00000134249,,NA,Enzymes,surface,0.7824,surface,active_reviewed,Q9UKF2,ADA30_HUMAN,ADAM30,no,yes,no
ADA32_HUMAN,Q8TC27,ADAM32,ENSG00000197140;ENSG00000275594,,NA,Enzymes,surface,0.7605,surface,active_reviewed,Q8TC27,ADA32_HUMAN,ADAM32,no,yes,no
ADA33_HUMAN,Q9BZ11,ADAM33,ENSG00000149451,,NA,Enzymes,surface,0.8623,surface,active_reviewed,Q9BZ11,ADA33_HUMAN,ADAM33,no,yes,no
ADAM2_HUMAN,Q99965,ADAM2,ENSG00000104755;ENSG00000276286,,NA,Enzymes,surface,0.7465,surface,active_reviewed,Q99965,ADAM2_HUMAN,ADAM2,no,yes,no
ADAM7_HUMAN,Q9H2U9,ADAM7,ENSG00000069206,,NA,Enzymes,surface,0.9381,surface,active_reviewed,Q9H2U9,ADAM7_HUMAN,ADAM7,no,yes,no
ADAM8_HUMAN,P78325,ADAM8,ENSG00000151651,CD156a,1,Enzymes,surface,0.9581,surface,active_reviewed,P78325,ADAM8_HUMAN,ADAM8,no,yes,no
ADAM9_HUMAN,Q13443,ADAM9,ENSG00000168615,,1,Enzymes,surface,0.8866,surface,active_reviewed,Q13443,ADAM9_HUMAN,ADAM9,no,yes,no
ADAP1_HUMAN,O75689,ADAP1,ENSG00000105963,,NA,,nonsurface,0.2695,non_surface,active_reviewed,O75689,ADAP1_HUMAN,ADAP1,no,yes,no
ADAS_HUMAN,O00116,AGPS,ENSG00000018510,,2,,,0.3633,unclassified,active_reviewed,O00116,ADAS_HUMAN,AGPS,no,yes,no
ADCK1_HUMAN,Q86TW2,ADCK1,ENSG00000063761,,NA,,,0.3293,unclassified,active_reviewed,Q86TW2,ADCK1_HUMAN,ADCK1,no,yes,no
ADCK2_HUMAN,Q7Z695,ADCK2,ENSG00000133597,,NA,Unclassified,nonsurface,0.0918,non_surface,active_reviewed,Q7Z695,ADCK2_HUMAN,ADCK2,no,yes,no
ADCK4_HUMAN,Q96D53,ADCK4,ENSG00000123815,,NA,,nonsurface,0.1138,non_surface,active_reviewed,Q96D53,COQ8B_HUMAN,COQ8B,yes,yes,no
ADCK5_HUMAN,Q3MIX3,ADCK5,ENSG00000173137,,NA,,nonsurface,0.0679,non_surface,active_reviewed,Q3MIX3,ADCK5_HUMAN,ADCK5,no,yes,no
ADCL2_HUMAN,Q6P093,AADACL2,ENSG00000197953;ENSG00000261846,,NA,Enzymes,,0.6028,unclassified,active_reviewed,Q6P093,ADCL2_HUMAN,AADACL2,no,yes,no
ADCL4_HUMAN,Q5VUY2,AADACL4,ENSG00000204518,,NA,Enzymes,nonsurface,0.1138,non_surface,active_reviewed,Q5VUY2,ADCL4_HUMAN,AADACL4,no,yes,no
ADCY1_HUMAN,Q08828,ADCY1,ENSG00000164742,,NA,Enzymes,,0.4092,unclassified,active_reviewed,Q08828,ADCY1_HUMAN,ADCY1,no,yes,no
ADCY2_HUMAN,Q08462,ADCY2,ENSG00000078295,,NA,Enzymes,surface,0.7924,surface,active_reviewed,Q08462,ADCY2_HUMAN,ADCY2,no,yes,no
ADCY3_HUMAN,O60266,ADCY3,ENSG00000138031,,2,Enzymes,surface,0.8902,surface,active_reviewed,O60266,ADCY3_HUMAN,ADCY3,no,yes,no
ADCY4_HUMAN,Q8NFM4,ADCY4,ENSG00000129467,,NA,Enzymes,,0.4651,unclassified,active_reviewed,Q8NFM4,ADCY4_HUMAN,ADCY4,no,yes,no
ADCY5_HUMAN,O95622,ADCY5,ENSG00000173175,,NA,Enzymes,surface,0.7844,surface,active_reviewed,O95622,ADCY5_HUMAN,ADCY5,no,yes,no
ADCY6_HUMAN,O43306,ADCY6,ENSG00000174233,,2,Enzymes,surface,0.6507,surface,active_reviewed,O43306,ADCY6_HUMAN,ADCY6,no,yes,no
ADCY7_HUMAN,P51828,ADCY7,ENSG00000121281,,2,Enzymes,surface,0.7066,surface,active_reviewed,P51828,ADCY7_HUMAN,ADCY7,no,yes,no
ADCY8_HUMAN,P40145,ADCY8,ENSG00000155897,,NA,Enzymes,,0.5709,unclassified,active_reviewed,P40145,ADCY8_HUMAN,ADCY8,no,yes,no
ADCY9_HUMAN,O60503,ADCY9,ENSG00000162104,,2,Enzymes,surface,0.6786,surface,active_reviewed,O60503,ADCY9_HUMAN,ADCY9,no,yes,no
ADCYA_HUMAN,Q96PN6,ADCY10,ENSG00000143199,,NA,Enzymes,nonsurface,0.1836,non_surface,active_reviewed,Q96PN6,ADCYA_HUMAN,ADCY10,no,yes,no
ADEC1_HUMAN,O15204,ADAMDEC1,ENSG00000134028,,NA,,,0.7904,unclassified,active_reviewed,O15204,ADEC1_HUMAN,ADAMDEC1,no,yes,no
ADIG_HUMAN,Q0VDE8,ADIG,ENSG00000182035,,NA,Unclassified,nonsurface,0.1916,non_surface,active_reviewed,Q0VDE8,ADIG_HUMAN,ADIG,no,yes,no
ADIPL_HUMAN,Q5T7M4,FAM132A,ENSG00000184163,,NA,,,0.6806,unclassified,active_reviewed,Q5T7M4,ADIPL_HUMAN,C1QTNF12,yes,yes,no
ADIPO_HUMAN,Q15848,ADIPOQ,ENSG00000181092,,NA,,,0.6168,unclassified,active_reviewed,Q15848,ADIPO_HUMAN,ADIPOQ,no,yes,no
ADM2_HUMAN,Q7Z4H4,ADM2,ENSG00000128165,,NA,,,0.6128,unclassified,active_reviewed,Q7Z4H4,ADM2_HUMAN,ADM2,no,yes,no
ADM5_HUMAN,C9JUS6,ADM5,ENSG00000224420,,NA,,,0.3952,unclassified,active_reviewed,C9JUS6,ADM5_HUMAN,ADM5,no,yes,no
ADML_HUMAN,P35318,ADM,ENSG00000148926,,NA,,,0.3034,unclassified,active_reviewed,P35318,ADML_HUMAN,ADM,no,yes,no
ADPGK_HUMAN,Q9BRR6,ADPGK,ENSG00000159322,,NA,,,0.3054,unclassified,active_reviewed,Q9BRR6,ADPGK_HUMAN,ADPGK,no,yes,no
ADPRH_HUMAN,P54922,ADPRH,ENSG00000144843,,NA,,,0.2655,unclassified,active_reviewed,P54922,ADPRH_HUMAN,ADPRH,no,yes,no
ADR1_HUMAN,Q96A54,ADIPOR1,ENSG00000159346,,NA,Receptors,nonsurface,0.3772,non_surface,active_reviewed,Q96A54,PAQR1_HUMAN,ADIPOR1,no,yes,no
ADR2_HUMAN,Q86V24,ADIPOR2,ENSG00000006831,,NA,Receptors,surface,0.6287,surface,active_reviewed,Q86V24,PAQR2_HUMAN,ADIPOR2,no,yes,no
ADRB1_HUMAN,P08588,ADRB1,ENSG00000043591,,NA,Receptors,surface,0.9401,surface,active_reviewed,P08588,ADRB1_HUMAN,ADRB1,no,yes,no
ADRB2_HUMAN,P07550,ADRB2,ENSG00000169252,,NA,Receptors,surface,0.9441,surface,active_reviewed,P07550,ADRB2_HUMAN,ADRB2,no,yes,no
ADRB3_HUMAN,P13945,ADRB3,ENSG00000188778,,NA,Receptors,surface,0.9301,surface,active_reviewed,P13945,ADRB3_HUMAN,ADRB3,no,yes,no
ADRM1_HUMAN,Q16186,ADRM1,ENSG00000130706,,NA,,,0.3473,unclassified,active_reviewed,Q16186,ADRM1_HUMAN,ADRM1,no,yes,no
ADT1_HUMAN,P12235,SLC25A4,ENSG00000151729,,NA,Transporters,nonsurface,0.0778,non_surface,active_reviewed,P12235,ADT1_HUMAN,SLC25A4,no,yes,no
ADT2_HUMAN,P05141,SLC25A5,ENSG00000005022,,NA,Transporters,nonsurface,0.3493,non_surface,active_reviewed,P05141,ADT2_HUMAN,SLC25A5,no,yes,no
ADT3_HUMAN,P12236,SLC25A6,ENSG00000169100,,NA,Transporters,nonsurface,0.0817,non_surface,active_reviewed,P12236,ADT3_HUMAN,SLC25A6,no,yes,no
ADT4_HUMAN,Q9H0C2,SLC25A31,ENSG00000151475,,NA,Transporters,nonsurface,0.0718,non_surface,active_reviewed,Q9H0C2,ADT4_HUMAN,SLC25A31,no,yes,no
ADTRP_HUMAN,Q96IZ2,ADTRP,ENSG00000111863,,NA,Unclassified,nonsurface,0.1796,non_surface,active_reviewed,Q96IZ2,ADTRP_HUMAN,ADTRP,no,yes,no
AEBP1_HUMAN,Q8IUX7,AEBP1,ENSG00000106624,,1,,,0.6128,unclassified,active_reviewed,Q8IUX7,AEBP1_HUMAN,AEBP1,no,yes,no
AEGP_HUMAN,Q6UXC1,MAMDC4,ENSG00000177943,,NA,Unclassified,surface,0.7505,surface,active_reviewed,Q6UXC1,AEGP_HUMAN,MAMDC4,no,yes,no
AFAM_HUMAN,P43652,AFM,ENSG00000079557,,NA,,,0.6667,unclassified,active_reviewed,P43652,AFAM_HUMAN,AFM,no,yes,no
AFG32_HUMAN,Q9Y4W6,AFG3L2,ENSG00000141385,,NA,Unclassified,nonsurface,0.0622,non_surface,active_reviewed,Q9Y4W6,AFG32_HUMAN,AFG3L2,no,yes,no
AG10A_HUMAN,Q5BKT4,ALG10,ENSG00000139133,,NA,Unclassified,nonsurface,0.1842,non_surface,active_reviewed,Q5BKT4,AG10A_HUMAN,ALG10,no,yes,no
AG10B_HUMAN,Q5I7T1,ALG10B,ENSG00000175548,,NA,Unclassified,nonsurface,0.2834,non_surface,active_reviewed,Q5I7T1,AG10B_HUMAN,ALG10B,no,yes,no
AGAL_HUMAN,P06280,GLA,ENSG00000102393,,2,,,0.7026,unclassified,active_reviewed,P06280,AGAL_HUMAN,GLA,no,yes,no
AGK_HUMAN,Q53H12,AGK,ENSG00000006530;ENSG00000262327,,NA,,,0.3333,unclassified,active_reviewed,Q53H12,AGK_HUMAN,AGK,no,yes,no
AGR2_HUMAN,O95994,AGR2,ENSG00000106541,,NA,,,0.3253,unclassified,active_reviewed,O95994,AGR2_HUMAN,AGR2,no,yes,no
