census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_start,span_end,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,guards,parsed_under
Q16853,surface,active,AOC3_HUMAN,false,,2026-08-06,2007-01-23,737,737,27,763,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8J025,surface,active,APCD1_HUMAN,false,,2026-08-06,2003-03-01,466,466,27,492,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35414,surface,active,APJ_HUMAN,false,,2026-08-06,1994-06-01,34,34,165,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51693,surface,active,APLP1_HUMAN,false,,2026-08-06,2003-02-22,542,542,39,580,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q06481,surface,active,APLP2_HUMAN,false,,2026-08-06,1996-10-01,661,661,32,692,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PS8,surface,active,AQP10_HUMAN,false,,2026-08-06,2004-05-10,37,37,122,158,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P29972,surface,active,AQP1_HUMAN,false,,2026-08-06,2007-01-23,24,24,110,133,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41181,surface,active,AQP2_HUMAN,false,,2026-08-06,1995-02-01,20,20,108,127,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55087,surface,active,AQP4_HUMAN,false,,2026-08-06,1997-11-01,19,19,137,155,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55064,surface,active,AQP5_HUMAN,false,,2026-08-06,1996-10-01,18,18,109,126,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O94778,surface,active,AQP8_HUMAN,false,,2026-08-06,2004-05-10,28,28,129,156,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43315,surface,active,AQP9_HUMAN,false,,2026-08-06,2011-01-11,37,37,124,160,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UW56,surface,active,ARAID_HUMAN,false,,2026-08-06,2009-06-16,169,169,31,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P15514,surface,active,AREG_HUMAN,false,,2026-08-06,1991-02-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P07306,surface,active,ASGR1_HUMAN,false,,2026-08-06,2007-01-23,230,230,62,291,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P07307,surface,active,ASGR2_HUMAN,false,,2026-08-06,2008-12-16,232,232,80,311,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P78348,surface,active,ASIC1_HUMAN,false,,2026-08-06,2010-05-18,361,361,67,427,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96FT7,surface,active,ASIC4_HUMAN,false,,2026-08-06,2022-02-23,349,349,90,438,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NY37,surface,active,ASIC5_HUMAN,false,,2026-08-06,2000-10-01,377,377,83,459,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14525,surface,active,ASTN1_HUMAN,false,,2026-08-06,2005-05-10,900,900,403,1302,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75129,surface,active,ASTN2_HUMAN,false,,2026-08-06,2007-10-23,,884,456,1339,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HD20,surface,active,AT131_HUMAN,false,,2026-08-06,2001-10-18,179,179,265,443,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NQ11,surface,active,AT132_HUMAN,false,,2026-08-06,2001-06-01,,33,1016,1048,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H7F0,surface,active,AT133_HUMAN,false,,2026-08-06,2009-02-10,,53,1021,1073,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q4VNC0,surface,active,AT135_HUMAN,false,,2026-08-06,2005-07-05,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P05023,surface,active,AT1A1_HUMAN,false,,2026-08-06,1987-08-13,47,47,871,917,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P50993,surface,active,AT1A2_HUMAN,false,,2026-08-06,1996-10-01,52,52,864,915,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P13637,surface,active,AT1A3_HUMAN,false,,2026-08-06,2006-10-17,42,42,863,904,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13733,surface,active,AT1A4_HUMAN,false,,2026-08-06,2002-10-10,49,49,875,923,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P05026,surface,active,AT1B1_HUMAN,false,,2026-08-06,1987-08-13,241,241,63,303,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P14415,surface,active,AT1B2_HUMAN,false,,2026-08-06,2007-02-06,223,223,68,290,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P54709,surface,active,AT1B3_HUMAN,false,,2026-08-06,1996-10-01,223,223,57,279,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UN42,surface,active,AT1B4_HUMAN,false,,2026-08-06,2000-05-01,,226,132,357,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q01814,surface,active,AT2B2_HUMAN,false,,2026-08-06,2001-06-01,37,37,116,152,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q16720,surface,active,AT2B3_HUMAN,false,,2026-08-06,2006-10-17,37,37,119,155,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P23634,surface,active,AT2B4_HUMAN,false,,2026-08-06,2001-06-01,37,37,114,150,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7Z3C6,surface,active,ATG9A_HUMAN,false,,2026-08-06,2010-05-18,,44,85,128,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51164,surface,active,ATP4B_HUMAN,false,,2026-08-06,1996-10-01,234,234,58,291,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5VV63,surface,active,ATRN1_HUMAN,false,,2026-08-06,2007-02-20,1178,1178,53,1230,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75882,surface,active,ATRN_HUMAN,false,,2026-08-06,2001-04-27,1196,1196,84,1279,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P27037,surface,active,AVR2A_HUMAN,false,,2026-08-06,1992-08-01,116,116,20,135,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13705,surface,active,AVR2B_HUMAN,false,,2026-08-06,2006-05-16,119,119,19,137,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P02730,surface,active,B3AT_HUMAN,false,,2026-08-06,1990-04-01,40,40,624,663,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P56817,surface,active,BACE1_HUMAN,false,,2026-08-06,2017-06-07,436,436,22,457,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y5Z0,surface,active,BACE2_HUMAN,false,,2026-08-06,1999-11-01,453,453,21,473,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14514,surface,active,BAI1_HUMAN,false,,2026-08-06,2012-10-31,918,918,31,948,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60241,surface,active,BAI2_HUMAN,false,,2026-08-06,2009-05-05,904,904,33,936,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60242,surface,active,BAI3_HUMAN,false,,2026-08-06,2010-11-02,856,856,25,880,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13145,surface,active,BAMBI_HUMAN,false,,2026-08-06,1997-11-01,132,132,21,152,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35613,surface,active,BASI_HUMAN,false,,2026-08-06,2004-08-31,188,188,138,325,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P82251,surface,active,BAT1_HUMAN,false,,2026-08-06,2000-05-01,28,28,275,302,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P50895,surface,active,BCAM_HUMAN,false,,2026-08-06,2006-03-07,516,516,32,547,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NFU1,surface,active,BEST2_HUMAN,false,,2026-08-06,2002-10-01,19,19,256,274,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NFU0,surface,active,BEST4_HUMAN,false,,2026-08-06,2002-10-01,34,34,256,289,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P46663,surface,active,BKRB1_HUMAN,false,,2026-08-06,2006-01-10,40,40,1,40,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30411,surface,active,BKRB2_HUMAN,false,,2026-08-06,1997-11-01,60,60,1,60,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13873,surface,active,BMPR2_HUMAN,false,,2026-08-06,2000-12-01,124,124,27,150,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P36894,surface,active,BMR1A_HUMAN,false,,2026-08-06,2005-03-15,129,129,24,152,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BWV1,surface,active,BOC_HUMAN,false,,2026-08-06,2001-06-01,825,825,31,855,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32247,surface,active,BRS3_HUMAN,false,,2026-08-06,1993-10-01,41,41,1,41,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q10588,surface,active,BST1_HUMAN,false,,2026-08-06,2006-10-17,,260,33,292,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q10589,surface,active,BST2_HUMAN,false,,2026-08-06,1996-10-01,113,113,49,161,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13410,surface,active,BT1A1_HUMAN,false,,2026-08-06,2011-01-11,216,216,27,242,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7KYR7,surface,active,BT2A1_HUMAN,false,,2026-08-06,2008-11-25,220,220,29,248,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WVV5,surface,active,BT2A2_HUMAN,false,,2026-08-06,2005-02-01,233,233,33,265,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96KV6,surface,active,BT2A3_HUMAN,false,,2026-08-06,2007-07-10,219,219,28,246,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00481,surface,active,BT3A1_HUMAN,false,,2026-08-06,2006-10-31,225,225,30,254,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P78410,surface,active,BT3A2_HUMAN,false,,2026-08-06,2005-02-01,219,219,30,248,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00478,surface,active,BT3A3_HUMAN,false,,2026-08-06,1997-07-01,219,219,30,248,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35070,surface,active,BTC_HUMAN,false,,2026-08-06,1994-02-01,87,87,32,118,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7Z6A9,surface,active,BTLA_HUMAN,false,,2026-08-06,2010-05-18,127,127,31,157,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UXE8,surface,active,BTNL3_HUMAN,false,,2026-08-06,2010-05-18,220,220,18,237,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UXG8,surface,active,BTNL9_HUMAN,false,,2026-08-06,2004-07-05,222,222,35,256,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A8MVZ5,surface,active,BTNLA_HUMAN,false,,2026-08-06,2012-05-16,228,228,27,254,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95971,surface,active,BY55_HUMAN,false,,2026-08-06,1999-05-01,,134,25,158,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86VB7,surface,active,C163A_HUMAN,false,,2026-08-06,2010-11-30,1009,1009,42,1050,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NR16,surface,active,C163B_HUMAN,false,,2026-08-06,2010-05-18,1319,1319,41,1359,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UWJ8,surface,active,C16L2_HUMAN,false,,2026-08-06,2018-09-12,112,112,30,141,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NPY3,surface,active,C1QR1_HUMAN,false,,2026-08-06,2002-07-11,557,557,24,580,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q16581,surface,active,C3AR_HUMAN,false,,2026-08-06,2003-10-03,172,172,161,332,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P21730,surface,active,C5AR1_HUMAN,false,,2026-08-06,2010-11-02,37,37,1,37,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P296,surface,active,C5AR2_HUMAN,false,,2026-08-06,2000-10-01,38,38,1,38,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5SY80,surface,active,CA101_HUMAN,false,,2026-08-06,2004-12-21,884,884,20,903,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96HA4,surface,active,CA159_HUMAN,false,,2026-08-06,2006-10-31,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
F2Z333,surface,active,CA233_HUMAN,false,,2026-08-06,2011-05-31,162,162,21,182,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13936,surface,active,CAC1C_HUMAN,false,,2026-08-06,2010-10-05,60,60,291,350,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43497,surface,active,CAC1G_HUMAN,false,,2026-08-06,2000-12-01,136,136,235,370,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P0X4,surface,active,CAC1I_HUMAN,false,,2026-08-06,2000-10-01,145,145,233,377,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y6N8,surface,active,CAD10_HUMAN,false,,2026-08-06,2006-10-17,559,559,55,613,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55287,surface,active,CAD11_HUMAN,false,,2026-08-06,2007-05-01,564,564,54,617,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55289,surface,active,CAD12_HUMAN,false,,2026-08-06,2007-08-21,555,555,55,609,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55290,surface,active,CAD13_HUMAN,false,,2026-08-06,1996-10-01,,554,139,692,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55291,surface,active,CAD15_HUMAN,false,,2026-08-06,1996-10-01,546,546,61,606,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75309,surface,active,CAD16_HUMAN,false,,2026-08-06,1998-11-01,768,768,19,786,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q12864,surface,active,CAD17_HUMAN,false,,2026-08-06,2010-10-05,765,765,23,787,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13634,surface,active,CAD18_HUMAN,false,,2026-08-06,1996-11-01,555,555,54,608,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H159,surface,active,CAD19_HUMAN,false,,2026-08-06,2001-03-01,553,553,44,596,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HBT6,surface,active,CAD20_HUMAN,false,,2026-08-06,2008-02-26,560,560,60,619,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UJ99,surface,active,CAD22_HUMAN,false,,2026-08-06,2001-03-01,589,589,36,624,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H251,surface,active,CAD23_HUMAN,false,,2026-08-06,2012-10-03,3041,3041,24,3064,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86UP0,surface,active,CAD24_HUMAN,false,,2026-08-06,2003-06-01,597,597,45,641,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IXH8,surface,active,CAD26_HUMAN,false,,2026-08-06,2018-09-12,587,587,28,614,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P12830,surface,active,CADH1_HUMAN,false,,2026-08-06,1993-07-01,555,555,155,709,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P19022,surface,active,CADH2_HUMAN,false,,2026-08-06,2006-10-17,565,565,160,724,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P22223,surface,active,CADH3_HUMAN,false,,2026-08-06,2007-05-01,547,547,108,654,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55283,surface,active,CADH4_HUMAN,false,,2026-08-06,2005-11-08,565,565,170,734,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P33151,surface,active,CADH5_HUMAN,false,,2026-08-06,2011-02-08,552,552,48,599,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55285,surface,active,CADH6_HUMAN,false,,2026-08-06,1996-10-01,562,562,54,615,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9ULB5,surface,active,CADH7_HUMAN,false,,2026-08-06,2010-05-18,580,580,28,607,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P55286,surface,active,CADH8_HUMAN,false,,2026-08-06,2001-04-27,560,560,62,621,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9ULB4,surface,active,CADH9_HUMAN,false,,2026-08-06,2006-12-12,562,562,54,615,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BY67,surface,active,CADM1_HUMAN,false,,2026-08-06,2007-06-26,330,330,45,374,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N3J6,surface,active,CADM2_HUMAN,false,,2026-08-06,2002-10-01,343,343,25,367,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N126,surface,active,CADM3_HUMAN,false,,2026-08-06,2002-10-01,306,306,25,330,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NFZ8,surface,active,CADM4_HUMAN,false,,2026-08-06,2002-10-01,304,304,21,324,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43570,surface,active,CAH12_HUMAN,false,,2026-08-06,1998-06-01,277,277,25,301,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9ULX7,surface,active,CAH14_HUMAN,false,,2026-08-06,2000-05-01,275,275,16,290,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P22748,surface,active,CAH4_HUMAN,false,,2026-08-06,1992-08-01,,265,19,283,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5VU97,surface,active,CAHD1_HUMAN,false,,2026-08-06,2007-09-11,1060,1060,36,1095,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HA72,surface,active,CAHM2_HUMAN,false,,2026-08-06,2001-03-01,47,47,133,179,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30988,surface,active,CALCR_HUMAN,false,,2026-08-06,2022-10-12,122,122,25,146,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q16602,surface,active,CALRL_HUMAN,false,,2026-08-06,2022-02-23,117,117,23,139,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYX4,surface,active,CALY_HUMAN,false,,2026-08-06,2000-10-01,87,87,1,87,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PB1,surface,active,CASD1_HUMAN,false,,2026-08-06,2001-12-01,,274,40,313,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41180,surface,active,CASR_HUMAN,false,,2026-08-06,2017-05-10,591,591,20,610,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75976,surface,active,CBPD_HUMAN,false,,2026-08-06,2006-10-03,1268,1268,32,1299,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P14384,surface,active,CBPM_HUMAN,false,,2026-08-06,2001-07-11,,405,18,422,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
F5H4A9,surface,active,CC080_HUMAN,false,,2026-08-06,2011-06-28,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NV96,surface,active,CC50A_HUMAN,false,,2026-08-06,2000-10-01,,255,71,325,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A0ZSE6,surface,active,CC50C_HUMAN,false,,2026-08-06,2007-06-26,58,58,56,113,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q06432,surface,active,CCG1_HUMAN,false,,2026-08-06,1995-11-01,79,79,30,108,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y698,surface,active,CCG2_HUMAN,false,,2026-08-06,1999-11-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60359,surface,active,CCG3_HUMAN,false,,2026-08-06,1998-08-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UBN1,surface,active,CCG4_HUMAN,false,,2026-08-06,2000-05-01,77,77,31,107,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UF02,surface,active,CCG5_HUMAN,false,,2026-08-06,2002-05-10,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BXT2,surface,active,CCG6_HUMAN,false,,2026-08-06,2001-06-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P62955,surface,active,CCG7_HUMAN,false,,2026-08-06,2004-08-31,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WXS5,surface,active,CCG8_HUMAN,false,,2026-08-06,2010-11-30,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WXS4,surface,active,CCGL_HUMAN,false,,2026-08-06,2010-05-18,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32238,surface,active,CCKAR_HUMAN,false,,2026-08-06,1993-10-01,41,41,1,41,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P46092,surface,active,CCR10_HUMAN,false,,2026-08-06,2005-03-29,52,52,1,52,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32246,surface,active,CCR1_HUMAN,false,,2026-08-06,1993-10-01,34,34,1,34,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41597,surface,active,CCR2_HUMAN,false,,2026-08-06,1995-11-01,42,42,1,42,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51677,surface,active,CCR3_HUMAN,false,,2026-08-06,1996-10-01,34,34,1,34,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51679,surface,active,CCR4_HUMAN,false,,2026-08-06,1996-10-01,39,39,1,39,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51681,surface,active,CCR5_HUMAN,false,,2026-08-06,1996-10-01,32,32,167,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51684,surface,active,CCR6_HUMAN,false,,2026-08-06,1998-07-15,47,47,1,47,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32248,surface,active,CCR7_HUMAN,false,,2026-08-06,1996-02-01,35,35,25,59,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51685,surface,active,CCR8_HUMAN,false,,2026-08-06,1996-10-01,35,35,1,35,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P51686,surface,active,CCR9_HUMAN,false,,2026-08-06,2006-09-05,48,48,1,48,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00421,surface,active,CCRL2_HUMAN,false,,2026-08-06,2006-05-30,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6YHK3,surface,active,CD109_HUMAN,false,,2026-08-06,2006-10-31,,1398,22,1419,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P08571,surface,active,CD14_HUMAN,false,,2026-08-06,2002-03-27,,325,20,344,gpi_rule_A,,,,,,chain_end_exceeds_anchor,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P48509,surface,active,CD151_HUMAN,false,,2026-08-06,2006-01-24,109,109,113,221,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13740,surface,active,CD166_HUMAN,false,,2026-08-06,2006-11-28,500,500,28,527,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N6Q3,surface,active,CD177_HUMAN,false,,2026-08-06,2006-04-04,,386,22,407,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q99467,surface,active,CD180_HUMAN,false,,2026-08-06,2010-05-18,603,603,24,626,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
