census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,parsed_under
P56134,non_surface,active,ATPK_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6RW13,non_surface,active,ATRAP_HUMAN,false,,2026-08-06,2004-07-05,23,23,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q13535,non_surface,active,ATR_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P54252,non_surface,active,ATX3_HUMAN,false,,2026-08-06,2017-12-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y679,non_surface,active,AUP1_HUMAN,false,,2026-08-06,2018-09-12,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NBF6,non_surface,active,AVL9_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q58HT5,non_surface,active,AWAT1_HUMAN,false,,2026-08-06,2005-04-26,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6E213,non_surface,active,AWAT2_HUMAN,false,,2026-08-06,2004-08-16,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q07817,non_surface,active,B2CL1_HUMAN,false,,2026-08-06,1995-02-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q92843,non_surface,active,B2CL2_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HD36,non_surface,active,B2L10_HUMAN,false,,2026-08-06,2019-05-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BXK5,non_surface,active,B2L13_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P04920,non_surface,active,B3A2_HUMAN,false,,2026-08-06,2006-01-24,53,53,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P2W7,non_surface,active,B3GA1_HUMAN,false,,2026-08-06,2008-07-22,,307,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NPZ5,non_surface,active,B3GA2_HUMAN,false,,2026-08-06,2001-06-01,,300,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O94766,non_surface,active,B3GA3_HUMAN,false,,2026-08-06,2004-04-26,,307,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75752,non_surface,active,B3GL1_HUMAN,false,,2026-08-06,1998-11-01,,288,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NCR0,non_surface,active,B3GL2_HUMAN,false,,2026-08-06,2002-10-01,,477,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6Y288,non_surface,active,B3GLT_HUMAN,false,,2026-08-06,2006-10-17,,471,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NY97,non_surface,active,B3GN2_HUMAN,false,,2026-08-06,2003-04-11,,369,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9C0J1,non_surface,active,B3GN4_HUMAN,false,,2026-08-06,2001-06-01,,329,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BYG0,non_surface,active,B3GN5_HUMAN,false,,2026-08-06,2001-06-01,,343,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZMB0,non_surface,active,B3GN6_HUMAN,false,,2026-08-06,2007-05-29,,353,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NFL0,non_surface,active,B3GN7_HUMAN,false,,2026-08-06,2002-10-01,,375,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7Z7M8,non_surface,active,B3GN8_HUMAN,false,,2026-08-06,2003-10-01,,374,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UX72,non_surface,active,B3GN9_HUMAN,false,,2026-08-06,2004-07-05,,375,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y5Z6,non_surface,active,B3GT1_HUMAN,false,,2026-08-06,1999-11-01,,300,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43825,non_surface,active,B3GT2_HUMAN,false,,2026-08-06,1998-06-01,,377,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O96024,non_surface,active,B3GT4_HUMAN,false,,2026-08-06,1999-05-01,,359,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2C3,non_surface,active,B3GT5_HUMAN,false,,2026-08-06,1999-11-01,,282,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96L58,non_surface,active,B3GT6_HUMAN,false,,2026-08-06,2005-03-15,,295,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43505,non_surface,active,B4GA1_HUMAN,false,,2026-08-06,1998-06-01,,379,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q00973,non_surface,active,B4GN1_HUMAN,false,,2026-08-06,1995-11-01,,508,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NHY0,non_surface,active,B4GN2_HUMAN,false,,2026-08-06,2010-05-18,,478,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6L9W6,non_surface,active,B4GN3_HUMAN,false,,2026-08-06,2007-12-04,,953,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q76KP1,non_surface,active,B4GN4_HUMAN,false,,2026-08-06,2004-07-05,,1003,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P15291,non_surface,active,B4GT1_HUMAN,false,,2026-08-06,2006-10-17,,354,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60909,non_surface,active,B4GT2_HUMAN,false,,2026-08-06,1998-08-01,,336,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60512,non_surface,active,B4GT3_HUMAN,false,,2026-08-06,2005-06-21,,362,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60513,non_surface,active,B4GT4_HUMAN,false,,2026-08-06,1998-08-01,,306,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43286,non_surface,active,B4GT5_HUMAN,false,,2026-08-06,1998-06-01,,353,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UBX8,non_surface,active,B4GT6_HUMAN,false,,2026-08-06,2000-05-01,,347,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UBV7,non_surface,active,B4GT7_HUMAN,false,,2026-08-06,2000-05-01,,276,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q16611,non_surface,active,BAK_HUMAN,false,,2026-08-06,1996-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UHQ4,non_surface,active,BAP29_HUMAN,false,,2026-08-06,2002-11-08,,39,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P51572,non_surface,active,BAP31_HUMAN,false,,2026-08-06,2007-01-23,,38,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q07812,non_surface,active,BAX_HUMAN,false,,2026-08-06,1995-02-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60756,non_surface,active,BCE1_HUMAN,false,,2026-08-06,1998-08-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P10415,non_surface,active,BCL2_HUMAN,false,,2026-08-06,1993-04-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P11274,non_surface,active,BCR_HUMAN,false,,2026-08-06,2007-04-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y276,non_surface,active,BCS1_HUMAN,false,,2026-08-06,1999-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6H8Y1,non_surface,active,BDP1_HUMAN,false,,2026-08-06,2011-01-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O76090,non_surface,active,BEST1_HUMAN,false,,2026-08-06,1998-11-01,19,19,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N1M1,non_surface,active,BEST3_HUMAN,false,,2026-08-06,2002-10-01,19,19,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NYM9,non_surface,active,BET1L_HUMAN,false,,2026-08-06,2000-10-01,,4,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O15155,non_surface,active,BET1_HUMAN,false,,2026-08-06,1998-01-01,,3,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NZS9,non_surface,active,BFAR_HUMAN,false,,2026-08-06,2000-10-01,,170,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P16442,non_surface,active,BGAT_HUMAN,false,,2026-08-06,1992-12-01,,301,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P55061,non_surface,active,BI1_HUMAN,false,,2026-08-06,2002-05-15,,6,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5TH69,non_surface,active,BIG3_HUMAN,false,,2026-08-06,2007-05-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q13323,non_surface,active,BIK_HUMAN,false,,2026-08-06,1997-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P62952,non_surface,active,BLCAP_HUMAN,false,,2026-08-06,2004-08-31,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60238,non_surface,active,BNI3L_HUMAN,false,,2026-08-06,1998-08-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q12983,non_surface,active,BNIP3_HUMAN,false,,2026-08-06,2022-05-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7Z465,non_surface,active,BNIPL_HUMAN,false,,2026-08-06,2003-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UMX3,non_surface,active,BOK_HUMAN,false,,2026-08-06,2000-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P38398,non_surface,active,BRCA1_HUMAN,false,,2026-08-06,1995-02-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WY22,non_surface,active,BRI3B_HUMAN,false,,2026-08-06,2002-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95415,non_surface,active,BRI3_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96NH3,non_surface,active,BROMI_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TDC3,non_surface,active,BRSK1_HUMAN,false,,2026-08-06,2011-09-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IWQ3,non_surface,active,BRSK2_HUMAN,false,,2026-08-06,2006-10-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WZ55,non_surface,active,BSND_HUMAN,false,,2026-08-06,2002-03-01,6,6,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6QL63,non_surface,active,BTBDB_HUMAN,false,,2026-08-06,2009-11-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UIR0,non_surface,active,BTNL2_HUMAN,false,,2026-08-06,2024-01-24,459,459,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A2RUR9,non_surface,active,C144A_HUMAN,false,,2026-08-06,2007-03-06,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IYA2,non_surface,active,C144C_HUMAN,false,,2026-08-06,2007-12-04,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96EU7,non_surface,active,C1GLC_HUMAN,false,,2026-08-06,2001-12-01,,292,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NS00,non_surface,active,C1GLT_HUMAN,false,,2026-08-06,2000-10-01,,334,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O14523,non_surface,active,C2C2L_HUMAN,false,,2026-08-06,2004-04-26,,9,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P33076,non_surface,active,C2TA_HUMAN,false,,2026-08-06,2025-06-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q99643,non_surface,active,C560_HUMAN,false,,2026-08-06,1997-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N8Q1,non_surface,active,C56D1_HUMAN,false,,2026-08-06,2002-10-01,,16,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O14569,non_surface,active,C56D2_HUMAN,false,,2026-08-06,1998-01-01,,16,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BWL3,non_surface,active,CA043_HUMAN,false,,2026-08-06,2001-06-01,,7,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5T7R7,non_surface,active,CA185_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZWK4,non_surface,active,CA186_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BTV7,non_surface,active,CABL2_HUMAN,false,,2026-08-06,2006-05-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86V35,non_surface,active,CABP7_HUMAN,false,,2026-08-06,2003-06-01,6,6,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BXU9,non_surface,active,CABP8_HUMAN,false,,2026-08-06,2021-02-10,6,6,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q86XJ0,non_surface,active,CAHM3_HUMAN,false,,2026-08-06,2018-12-05,52,52,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P27824,non_surface,active,CALX_HUMAN,false,,2026-08-06,1994-06-01,,461,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P49069,non_surface,active,CAMLG_HUMAN,false,,2026-08-06,1996-02-01,,8,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WVQ1,non_surface,active,CANT1_HUMAN,false,,2026-08-06,2002-03-01,,339,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6P4E1,non_surface,active,CASC4_HUMAN,false,,2026-08-06,2019-06-05,,401,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q13948,non_surface,active,CASP_HUMAN,false,,2026-08-06,2006-01-10,,38,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A8MZ97,non_surface,active,CB074_HUMAN,false,,2026-08-06,2022-02-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6NW34,non_surface,active,CC017_HUMAN,false,,2026-08-06,2007-03-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6P1S2,non_surface,active,CC033_HUMAN,false,,2026-08-06,2011-01-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZU64,non_surface,active,CC108_HUMAN,false,,2026-08-06,2007-05-29,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96BQ5,non_surface,active,CC127_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96JN2,non_surface,active,CC136_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A4D256,non_surface,active,CC14C_HUMAN,false,,2026-08-06,2018-02-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P0B6,non_surface,active,CC167_HUMAN,false,,2026-08-06,2007-10-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6TFL3,non_surface,active,CC171_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P1Z9,non_surface,active,CC180_HUMAN,false,,2026-08-06,2018-09-12,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9GZT6,non_surface,active,CC90B_HUMAN,false,,2026-08-06,2010-04-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96A33,non_surface,active,CCD47_HUMAN,false,,2026-08-06,2001-12-01,,328,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96ER9,non_surface,active,CCD51_HUMAN,false,,2026-08-06,2007-05-29,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P24863,non_surface,active,CCNC_HUMAN,false,,2026-08-06,2008-01-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P41002,non_surface,active,CCNF_HUMAN,false,,2026-08-06,2002-04-16,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9ULG6,non_surface,active,CCPG1_HUMAN,false,,2026-08-06,2007-11-13,,519,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WVX3,non_surface,active,CD003_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N8J7,non_surface,active,CD032_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A8MXV6,non_surface,active,CD15L_HUMAN,false,,2026-08-06,2007-12-04,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NNX6,non_surface,active,CD209_HUMAN,false,,2026-08-06,2000-10-01,346,346,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N726,non_surface,active,CD2A2_HUMAN,false,,2026-08-06,2012-04-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P20963,non_surface,active,CD3Z_HUMAN,false,,2026-08-06,2002-10-10,9,9,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
