census_accession,span_aa,segment_count,extracellular_total_aa,discarded_aa,folded_fraction,topology,segments
Q8IUH5,28,2,31,3,0.903,intermittent,379-381;502-529
Q6ZMJ2,414,1,414,0,1.000,contiguous,82-495
P34981,28,4,77,49,0.364,intermittent,1-28;84-99;169-193;289-296
Q16671,132,1,132,0,1.000,contiguous,18-149
A8MXE2,336,1,336,0,1.000,contiguous,34-369
Q7Z402,168,5,295,127,0.569,intermittent,1-168;241-263;384-404;516-555;623-665
Q7RTT9,68,6,172,104,0.395,intermittent,1-68;123-139;188-231;373-381;438-450;510-530
O00241,342,1,342,0,1.000,contiguous,30-371
P49788,20,1,20,0,1.000,contiguous,1-20
Q92643,341,1,341,0,1.000,contiguous,28-368
Q8NH40,39,4,98,59,0.398,intermittent,1-29;81-99;169-207;264-274
Q9BUF7,33,1,33,0,1.000,contiguous,27-59
Q9NQR9,38,5,96,58,0.396,intermittent,1-24;78-115;168-168;233-261;315-318
Q9Y5E3,661,1,661,0,1.000,contiguous,28-688
P43005,91,5,160,69,0.569,intermittent,39-61;115-205;267-286;381-393;428-440
Q9Y5F3,663,1,663,0,1.000,contiguous,29-691
Q9BXN2,182,1,182,0,1.000,contiguous,66-247
P01889,285,1,285,0,1.000,contiguous,25-309
O00258,28,2,36,8,0.778,intermittent,1-8;121-148
Q7Z7H5,165,1,165,0,1.000,contiguous,30-194
Q3KNW5,29,5,58,29,0.500,intermittent,1-29;89-97;155-159;217-226;286-290
Q8NBV4,16,2,24,8,0.667,intermittent,134-141;224-239
Q8NH93,38,4,96,58,0.396,intermittent,1-25;80-100;159-196;260-271
Q96FV3,119,2,142,23,0.838,intermittent,41-63;116-234
Q8NGM8,36,4,96,60,0.375,intermittent,1-23;74-97;159-194;256-268
P40198,121,1,121,0,1.000,contiguous,35-155
Q8TD46,237,1,237,0,1.000,contiguous,29-265
Q53TN4,18,3,46,28,0.391,intermittent,33-47;106-118;180-197
Q8NH90,42,4,104,62,0.404,intermittent,1-25;76-99;155-196;259-271
Q92186,352,1,352,0,1.000,contiguous,24-375
Q14574,555,1,555,0,1.000,contiguous,136-690
Q9P298,14,1,14,0,1.000,contiguous,48-61
Q15760,69,4,118,49,0.585,intermittent,1-69;124-143;204-221;299-309
P32239,55,4,121,66,0.455,intermittent,1-55;110-128;190-216;354-373
P55073,237,1,237,0,1.000,contiguous,68-304
Q6UX01,27,5,115,88,0.235,intermittent,1-21;88-114;176-196;327-350;410-431
Q86WV6,10,2,20,10,0.500,intermittent,35-44;107-116
P25101,60,4,133,73,0.451,intermittent,21-80;133-159;230-256;329-347
P21860,624,1,624,0,1.000,contiguous,20-643
Q12879,534,2,702,168,0.761,intermittent,23-556;647-814
A5X5Y0,223,3,229,6,0.974,intermittent,26-248;304-307;455-456
P47887,38,4,96,58,0.396,intermittent,1-25;80-100;168-205;270-281
Q8IXM6,30,3,55,25,0.545,intermittent,29-58;115-133;211-216
Q6PXP3,36,6,87,51,0.414,intermittent,43-78;129-138;194-198;303-321;372-379;437-445
Q9ULC8,21,2,39,18,0.538,intermittent,35-52;170-190
P30531,67,6,175,108,0.383,intermittent,74-80;145-211;257-291;343-374;441-456;518-535
Q8WWG1,62,1,62,0,1.000,contiguous,1-62
Q9NPC4,310,1,310,0,1.000,contiguous,44-353
A6NL08,33,4,78,45,0.423,intermittent,1-23;85-95;162-194;259-269
P49685,33,4,109,76,0.303,intermittent,1-33;91-120;171-192;261-284
P41968,37,4,69,32,0.536,intermittent,1-37;101-118;182-186;269-277
O14786,835,1,835,0,1.000,contiguous,22-856
Q8NG83,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
P11169,32,6,82,50,0.390,intermittent,33-64;112-118;175-183;291-304;353-363;421-429
Q8NHH9,2,1,2,0,1.000,contiguous,498-499
Q14571,106,3,141,35,0.752,intermittent,2249-2260;2329-2351;2416-2521
Q6IAN0,287,1,287,0,1.000,contiguous,39-325
Q9H8X9,33,2,39,6,0.846,intermittent,64-69;198-230
Q86YD3,206,1,206,0,1.000,contiguous,27-232
Q8WWQ8,2439,1,2439,0,1.000,contiguous,20-2458
P59543,32,4,59,27,0.542,intermittent,1-6;68-79;147-178;251-259
Q9P0X4,145,12,453,308,0.320,intermittent,100-120;169-173;233-377;662-676;722-729;786-841;1188-1209;1266-1272;1326-1410;1507-1522;1578-1583;1643-1709
Q9UPX0,702,1,702,0,1.000,contiguous,21-722
Q96PL5,126,1,126,0,1.000,contiguous,30-155
P98194,15,5,65,50,0.231,intermittent,92-104;283-294;720-729;794-808;861-875
Q14DG7,903,1,903,0,1.000,contiguous,1-903
Q96PZ7,3461,1,3461,0,1.000,contiguous,27-3487
Q15822,238,1,238,0,1.000,contiguous,27-264
Q8N0V5,377,1,377,0,1.000,contiguous,24-400
P10912,246,1,246,0,1.000,contiguous,19-264
Q9HB29,316,1,316,0,1.000,contiguous,20-335
P43088,31,4,91,60,0.341,intermittent,1-31;91-109;176-198;268-285
P04844,518,2,522,4,0.992,intermittent,23-540;593-596
Q9Y5H8,668,1,668,0,1.000,contiguous,30-697
Q8WTR4,283,3,323,40,0.876,intermittent,64-89;147-160;214-496
O76001,37,4,99,62,0.374,intermittent,1-28;83-103;162-198;263-275
Q8NH53,36,4,103,67,0.350,intermittent,1-27;78-101;163-198;261-276
P48764,26,7,72,46,0.361,intermittent,26-51;103-111;169-181;238-244;305-306;360-367;427-433
Q92542,636,1,636,0,1.000,contiguous,34-669
Q8NGN0,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q8NGI7,37,4,100,63,0.370,intermittent,1-25;76-100;162-198;260-272
Q6UWL2,692,1,692,0,1.000,contiguous,30-721
P05107,678,1,678,0,1.000,contiguous,23-700
Q16515,360,1,360,0,1.000,contiguous,65-424
Q96RD6,53,2,96,43,0.552,intermittent,71-123;250-292
P27824,461,1,461,0,1.000,contiguous,21-481
Q07108,138,1,138,0,1.000,contiguous,62-199
P60468,5,1,5,0,1.000,contiguous,92-96
Q8NGX0,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
P25089,43,4,107,64,0.402,intermittent,1-27;84-100;163-205;267-286
A0PJZ3,418,1,418,0,1.000,contiguous,26-443
Q8N0Z9,383,1,383,0,1.000,contiguous,31-413
Q9GZY6,5,1,5,0,1.000,contiguous,1-5
P40879,39,5,119,80,0.328,intermittent,98-99;146-175;219-257;364-374;433-469
P29973,23,3,38,15,0.605,intermittent,188-197;263-267;318-340
Q8TCC7,93,6,157,64,0.592,intermittent,31-123;176-176;234-236;349-354;408-411;493-542
Q9NRM6,275,1,275,0,1.000,contiguous,18-292
I3L273,390,1,390,0,1.000,contiguous,20-409
Q14002,206,0,0,0,,no_accepted_segment,
Q9H3S5,41,5,97,56,0.423,intermittent,39-79;162-169;247-287;338-338;379-384
Q9BXJ7,338,1,338,0,1.000,contiguous,20-357
Q14C87,885,1,885,0,1.000,contiguous,31-915
P31391,46,4,96,50,0.479,intermittent,1-46;105-120;186-208;281-291
P41181,20,4,40,20,0.500,intermittent,33-40;108-127;177-180;194-201
Q4KMG0,938,1,938,0,1.000,contiguous,26-963
Q96RJ0,27,4,79,52,0.342,intermittent,1-24;82-96;162-188;274-286
Q8TBA6,12,1,12,0,1.000,contiguous,720-731
Q8NGS4,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q9Y6M5,39,3,57,18,0.684,intermittent,32-35;100-113;270-308
O00168,15,1,15,0,1.000,contiguous,21-35
Q9UMZ3,1912,1,1912,0,1.000,contiguous,36-1947
O95803,839,1,839,0,1.000,contiguous,35-873
P08910,395,1,395,0,1.000,contiguous,31-425
Q8WUD6,15,5,54,39,0.278,intermittent,84-93;151-160;208-222;282-293;340-346
Q8N2U0,34,1,34,0,1.000,contiguous,30-63
O14967,452,1,452,0,1.000,contiguous,20-471
Q6PCB7,13,1,13,0,1.000,contiguous,1-13
Q5DX21,219,1,219,0,1.000,contiguous,23-241
O00631,5,1,5,0,1.000,contiguous,27-31
Q14332,224,4,311,87,0.720,intermittent,24-247;301-327;392-414;483-519
Q9BZW8,208,1,208,0,1.000,contiguous,22-229
O00478,219,1,219,0,1.000,contiguous,30-248
P60507,496,1,496,0,1.000,contiguous,23-518
C9JDP6,50,2,69,19,0.725,intermittent,32-81;146-164
Q86XS8,167,1,167,0,1.000,contiguous,28-194
O95461,725,1,725,0,1.000,contiguous,32-756
Q9BXP2,253,6,368,115,0.688,intermittent,58-72;141-167;215-262;319-338;412-416;488-740
Q6TCH4,31,4,75,44,0.413,intermittent,73-83;135-147;239-258;314-344
O14514,918,4,954,36,0.962,intermittent,31-948;1002-1008;1074-1093;1158-1166
Q9H210,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;260-270
Q9UN72,668,1,668,0,1.000,contiguous,30-697
P56747,53,2,76,23,0.697,intermittent,29-81;138-160
Q8NGE3,37,4,100,63,0.370,intermittent,1-25;76-100;162-198;260-272
Q8IWU2,11,1,11,0,1.000,contiguous,32-42
Q3MIW9,419,1,419,0,1.000,contiguous,30-448
A4D2G3,38,4,96,58,0.396,intermittent,1-24;79-99;158-195;259-271
Q9H156,600,1,600,0,1.000,contiguous,22-621
Q6P4Q7,178,2,186,8,0.957,intermittent,1-178;286-293
P51571,121,1,121,0,1.000,contiguous,24-144
P08473,699,1,699,0,1.000,contiguous,52-750
Q6N022,2403,1,2403,0,1.000,contiguous,367-2769
Q7Z408,3408,1,3408,0,1.000,contiguous,1-3408
Q8NGI1,36,4,106,70,0.340,intermittent,1-32;83-106;168-203;266-279
P07306,230,1,230,0,1.000,contiguous,62-291
P52798,144,0,0,0,,no_accepted_segment,
P11166,33,6,80,47,0.412,intermittent,34-66;113-120;177-185;294-306;356-365;423-429
Q8NGR8,38,4,97,59,0.392,intermittent,1-26;81-101;160-197;261-272
Q9Y625,505,0,0,0,,no_accepted_segment,
P58549,23,1,23,0,1.000,contiguous,1-23
Q969W9,40,1,40,0,1.000,contiguous,1-40
Q9BUM1,39,5,107,68,0.364,intermittent,1-24;76-114;165-169;219-254;305-307
Q68DH5,52,5,123,71,0.423,intermittent,1-5;54-105;172-186;409-432;495-521
O60779,27,6,87,60,0.310,intermittent,47-72;119-128;186-191;311-337;381-386;444-455
P30411,60,4,115,55,0.522,intermittent,1-60;119-131;199-221;293-311
Q9BXB1,520,4,571,51,0.911,intermittent,25-544;597-620;683-703;778-783
Q969N4,31,4,83,52,0.373,intermittent,1-31;89-111;168-195;280-280
Q8N743,297,1,297,0,1.000,contiguous,26-322
O75051,1203,1,1203,0,1.000,contiguous,35-1237
Q9BV81,6,2,10,4,0.600,intermittent,45-50;107-110
O75581,1351,1,1351,0,1.000,contiguous,20-1370
Q14833,555,4,609,54,0.911,intermittent,33-587;646-656;721-750;809-821
Q05996,678,1,678,0,1.000,contiguous,39-716
Q7Z7D3,235,1,235,0,1.000,contiguous,25-259
O43173,347,1,347,0,1.000,contiguous,34-380
P08174,318,0,0,0,,no_accepted_segment,
P16150,234,1,234,0,1.000,contiguous,20-253
Q6ZV29,12,1,12,0,1.000,contiguous,1-12
Q9UGN4,163,1,163,0,1.000,contiguous,18-180
A6NF34,326,1,326,0,1.000,contiguous,28-353
Q8WXH0,30,1,30,0,1.000,contiguous,6856-6885
Q9H9S5,466,1,466,0,1.000,contiguous,30-495
A0PK05,24,2,39,15,0.615,intermittent,1-15;62-85
P48058,523,2,698,175,0.749,intermittent,22-544;639-813
P16144,683,1,683,0,1.000,contiguous,28-710
Q8NH09,37,4,97,60,0.381,intermittent,1-25;76-99;161-197;259-269
Q8NFR9,431,1,431,0,1.000,contiguous,24-454
Q8NFJ5,33,4,81,48,0.407,intermittent,1-33;90-97;151-176;234-247
P78310,218,1,218,0,1.000,contiguous,20-237
Q01151,125,1,125,0,1.000,contiguous,20-144
O95470,40,1,40,0,1.000,contiguous,1-40
Q8TDT2,33,4,80,47,0.412,intermittent,1-33;87-105;170-194;279-281
O14662,3,1,3,0,1.000,contiguous,323-325
Q8NH54,36,4,104,68,0.346,intermittent,1-29;80-103;165-200;263-277
Q8N126,306,1,306,0,1.000,contiguous,25-330
Q8NGE7,50,4,124,74,0.403,intermittent,1-50;101-124;186-222;284-296
Q6UWM7,519,1,519,0,1.000,contiguous,23-541
P58401,540,1,540,0,1.000,contiguous,51-590
Q8NEB5,43,3,79,36,0.544,intermittent,27-54;112-154;201-208
P16284,574,1,574,0,1.000,contiguous,28-601
P78357,1264,1,1264,0,1.000,contiguous,20-1283
Q9NZN1,339,1,339,0,1.000,contiguous,19-357
A8MWK0,17,2,19,2,0.895,intermittent,189-190;327-343
Q8NH61,39,4,114,75,0.342,intermittent,1-39;90-113;175-210;273-287
Q9HCM2,1214,1,1214,0,1.000,contiguous,24-1237
Q8NGA6,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;260-272
Q8NHB7,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
P61619,47,5,125,78,0.376,intermittent,54-76;139-144;194-240;310-354;442-445
Q16620,399,1,399,0,1.000,contiguous,32-430
Q96PQ1,463,1,463,0,1.000,contiguous,19-481
Q92508,234,19,595,361,0.393,intermittent,26-28;82-121;215-216;269-309;439-440;485-512;596-596;650-679;829-831;875-926;1011-1012;1058-1096;1181-1185;1237-1285;1701-1704;1748-1779;1981-2000;2053-2060;2198-2431
A8MVW0,286,1,286,0,1.000,contiguous,30-315
Q13190,1,1,1,0,1.000,contiguous,355-355
Q2M3M2,45,7,179,134,0.251,intermittent,1-36;99-114;179-190;239-275;339-383;449-459;509-530
P01893,284,1,284,0,1.000,contiguous,25-308
Q9H6R6,41,2,53,12,0.774,intermittent,46-57;165-205
Q16288,398,1,398,0,1.000,contiguous,32-429
P25189,124,1,124,0,1.000,contiguous,30-153
Q15256,206,1,206,0,1.000,contiguous,22-227
Q9Y5Y9,69,16,277,208,0.249,intermittent,150-154;207-212;273-341;367-373;685-695;748-753;811-834;856-864;1172-1184;1239-1242;1312-1353;1376-1391;1496-1506;1561-1572;1633-1646;1670-1697
Q9H490,56,3,110,54,0.509,intermittent,23-78;245-286;373-384
Q6W5P4,52,4,115,63,0.452,intermittent,1-52;104-123;186-212;297-312
P01920,198,1,198,0,1.000,contiguous,33-230
P25929,37,4,95,58,0.389,intermittent,1-37;100-110;176-208;286-299
O43657,94,2,113,19,0.832,intermittent,41-59;115-208
P11049,130,2,151,21,0.861,intermittent,39-59;112-241
Q86Y82,7,1,7,0,1.000,contiguous,270-276
Q9BZG2,367,1,367,0,1.000,contiguous,27-393
Q8IY26,11,2,22,11,0.500,intermittent,154-164;250-260
Q11130,306,1,306,0,1.000,contiguous,37-342
Q8N5D6,321,1,321,0,1.000,contiguous,27-347
P23415,222,3,244,22,0.910,intermittent,29-250;299-309;447-457
Q9NZG7,60,2,76,16,0.789,intermittent,1-60;127-142
P26842,172,1,172,0,1.000,contiguous,20-191
P31645,66,6,164,98,0.402,intermittent,113-115;187-252;298-324;381-421;484-494;559-574
P13385,119,0,0,0,,no_accepted_segment,
O14626,28,4,92,64,0.304,intermittent,1-21;70-89;154-181;246-268
P53801,64,1,64,0,1.000,contiguous,33-96
Q86SQ3,176,4,206,30,0.854,intermittent,16-191;245-250;321-336;406-413
Q9H9K5,462,1,462,0,1.000,contiguous,27-488
Q9BY79,489,1,489,0,1.000,contiguous,91-579
O00587,294,1,294,0,1.000,contiguous,28-321
Q8TAA9,19,2,32,13,0.594,intermittent,139-151;204-222
Q2HXU8,212,1,212,0,1.000,contiguous,65-276
Q14714,50,2,62,12,0.806,intermittent,75-86;144-193
Q9H6L5,69,2,84,15,0.821,intermittent,81-95;140-208
Q8NFL0,375,1,375,0,1.000,contiguous,27-401
Q96AM1,44,4,90,46,0.489,intermittent,1-44;105-123;182-198;264-273
O95047,37,4,95,58,0.389,intermittent,1-24;79-99;158-194;259-271
Q6IF42,37,4,95,58,0.389,intermittent,1-24;79-99;158-194;259-271
Q6UXK2,571,1,571,0,1.000,contiguous,19-589
P08183,49,6,111,62,0.441,intermittent,68-116;209-215;317-330;733-756;854-854;958-973
Q86SK9,2,2,3,1,0.667,intermittent,71-72;215-215
Q01638,310,1,310,0,1.000,contiguous,19-328
O94923,589,1,589,0,1.000,contiguous,29-617
Q9NZR2,4420,1,4420,0,1.000,contiguous,25-4444
Q96RI9,33,4,87,54,0.379,intermittent,1-33;91-105;171-196;281-293
Q9H2A7,176,1,176,0,1.000,contiguous,30-205
Q96FL8,19,7,84,65,0.226,intermittent,59-72;145-152;198-216;277-295;358-370;430-437;568-570
Q03395,138,2,158,20,0.873,intermittent,45-64;126-263
O43614,54,4,118,64,0.458,intermittent,1-54;111-127;192-222;327-342
Q8NGN5,37,4,96,59,0.385,intermittent,1-23;74-98;160-196;258-268
Q14626,347,1,347,0,1.000,contiguous,24-370
Q9BY14,196,0,0,0,,no_accepted_segment,
Q9BVG9,166,4,262,96,0.634,intermittent,84-96;148-313;357-376;425-487
Q5VUB5,282,1,282,0,1.000,contiguous,22-303
P22001,41,3,96,55,0.427,intermittent,254-294;349-362;418-458
P54219,96,6,143,47,0.671,intermittent,43-138;189-197;251-256;320-335;387-397;444-448
Q7LGC8,441,1,441,0,1.000,contiguous,39-479
Q8NGD2,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
A6NI61,9,4,16,7,0.562,intermittent,1-3;56-64;111-113;175-175
Q6UY09,420,1,420,0,1.000,contiguous,31-450
Q9UBN1,77,2,106,29,0.726,intermittent,31-107;158-186
P16109,730,1,730,0,1.000,contiguous,42-771
O75077,506,1,506,0,1.000,contiguous,287-792
Q8NGM1,37,4,92,55,0.402,intermittent,1-23;79-99;158-194;258-268
Q14982,294,0,0,0,,no_accepted_segment,
O43561,4,1,4,0,1.000,contiguous,1-4
P26718,144,1,144,0,1.000,contiguous,73-216
P31995,181,1,181,0,1.000,contiguous,43-223
Q2T9K0,29,4,72,43,0.403,intermittent,1-29;83-88;157-179;281-294
Q8NGR3,38,4,98,60,0.388,intermittent,1-26;81-101;160-197;261-273
Q9Y5I3,668,1,668,0,1.000,contiguous,30-697
Q12891,427,0,0,0,,no_accepted_segment,
P02724,72,1,72,0,1.000,contiguous,20-91
P18825,48,4,88,40,0.545,intermittent,1-48;111-121;188-208;409-416
Q03405,282,0,0,0,,no_accepted_segment,
Q8NHY0,478,1,478,0,1.000,contiguous,89-566
P18084,696,1,696,0,1.000,contiguous,24-719
P20963,9,1,9,0,1.000,contiguous,22-30
Q9BTV4,261,2,263,2,0.992,intermittent,53-313;367-368
F2Z333,162,1,162,0,1.000,contiguous,21-182
Q9BXC1,27,4,88,61,0.307,intermittent,1-27;75-91;156-182;253-269
P09923,483,0,0,0,,no_accepted_segment,
P33681,208,1,208,0,1.000,contiguous,35-242
P43657,27,4,78,51,0.346,intermittent,1-19;80-92;155-181;254-272
Q9NPY3,557,1,557,0,1.000,contiguous,24-580
Q9Y666,119,4,181,62,0.657,intermittent,143-149;226-249;301-419;474-504
Q8NGF0,45,4,121,76,0.372,intermittent,1-45;96-119;180-215;278-293
Q8IUK5,408,1,408,0,1.000,contiguous,19-426
Q7Z2H8,32,6,107,75,0.299,intermittent,73-78;163-190;237-257;311-342;394-397;461-476
Q96RD2,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;261-275
P20645,159,1,159,0,1.000,contiguous,27-185
Q12913,940,1,940,0,1.000,contiguous,36-975
Q08334,201,1,201,0,1.000,contiguous,20-220
Q14943,319,1,319,0,1.000,contiguous,22-340
Q14654,24,2,33,9,0.727,intermittent,93-116;134-142
Q8NGL6,53,4,122,69,0.434,intermittent,1-53;108-128;187-223;287-297
O76082,101,6,128,27,0.789,intermittent,42-142;194-197;254-257;363-373;428-430;484-488
Q9UM21,508,1,508,0,1.000,contiguous,28-535
Q8N5B7,46,1,46,0,1.000,contiguous,1-46
Q9UPR5,48,6,118,70,0.407,intermittent,21-68;153-164;220-222;741-747;792-822;876-892
Q9Y5H7,668,1,668,0,1.000,contiguous,29-696
P31639,58,8,164,106,0.354,intermittent,1-22;86-93;167-173;218-275;332-375;447-451;506-523;671-672
Q92729,731,1,731,0,1.000,contiguous,19-749
Q9BZD2,31,5,76,45,0.408,intermittent,75-105;156-162;221-230;327-337;399-415
Q8IXB3,3,1,3,0,1.000,contiguous,175-177
Q6PJG9,502,1,502,0,1.000,contiguous,17-518
Q9NRX6,30,1,30,0,1.000,contiguous,23-52
O95196,393,1,393,0,1.000,contiguous,31-423
Q96EP9,103,4,200,97,0.515,intermittent,1-103;162-197;255-267;313-360
P15151,323,1,323,0,1.000,contiguous,21-343
Q92673,2056,1,2056,0,1.000,contiguous,82-2137
Q9NUD9,72,5,197,125,0.365,intermittent,35-77;135-136;183-192;256-327;400-469
Q8TEM1,1782,1,1782,0,1.000,contiguous,27-1808
Q04844,219,3,247,28,0.887,intermittent,21-239;292-306;481-493
Q75V66,101,4,270,169,0.374,intermittent,321-380;484-511;579-679;754-834
Q9NXW2,111,1,111,0,1.000,contiguous,265-375
Q9Y385,15,1,15,0,1.000,contiguous,304-318
Q6PJW8,40,1,40,0,1.000,contiguous,686-725
Q15836,2,1,2,0,1.000,contiguous,99-100
Q9P0V8,211,1,211,0,1.000,contiguous,23-233
P51681,32,4,92,60,0.348,intermittent,1-30;90-102;167-198;261-277
P43631,224,1,224,0,1.000,contiguous,22-245
Q8NGU2,37,4,99,62,0.374,intermittent,1-24;75-99;161-197;259-271
P08908,38,4,74,36,0.514,intermittent,1-38;99-107;175-193;371-378
Q9UHC6,1235,1,1235,0,1.000,contiguous,28-1262
Q8NGS5,37,4,105,68,0.352,intermittent,1-25;76-99;161-197;259-277
Q14439,42,4,94,52,0.447,intermittent,1-42;104-118;182-207;289-299
Q9NYK1,813,1,813,0,1.000,contiguous,27-839
P25021,20,4,63,43,0.317,intermittent,1-20;76-91;157-174;260-268
Q8NG80,37,4,95,58,0.389,intermittent,1-24;79-99;158-194;259-271
P49961,441,1,441,0,1.000,contiguous,38-478
P09693,94,1,94,0,1.000,contiguous,23-116
P18507,236,3,251,15,0.940,intermittent,40-275;323-334;473-475
Q9HAS3,78,7,202,124,0.386,intermittent,124-128;195-197;248-284;385-386;470-507;528-566;614-691
Q9NRA2,47,6,100,53,0.470,intermittent,63-109;158-158;222-227;301-328;387-391;445-457
Q13018,1377,1,1377,0,1.000,contiguous,21-1397
Q8TD43,35,4,60,25,0.583,intermittent,804-814;885-886;952-963;985-1019
O94772,89,0,0,0,,no_accepted_segment,
Q9UKH3,542,1,542,0,1.000,contiguous,90-631
Q8NBZ7,380,1,380,0,1.000,contiguous,41-420
Q9Y5E8,664,1,664,0,1.000,contiguous,27-690
Q96K19,24,2,25,1,0.960,intermittent,1-24;223-223
Q8NGD1,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q96J84,483,1,483,0,1.000,contiguous,17-499
Q9BXS9,50,4,117,67,0.427,intermittent,137-186;285-293;369-379;438-484
P28068,200,1,200,0,1.000,contiguous,19-218
P23634,37,5,108,71,0.343,intermittent,114-150;377-409;861-870;935-952;1016-1025
P54826,277,0,0,0,,no_accepted_segment,
P51787,16,4,37,21,0.432,intermittent,143-153;219-226;284-299;321-322
Q92953,20,4,53,33,0.377,intermittent,213-232;285-296;355-368;389-395
P01909,193,1,193,0,1.000,contiguous,24-216
P16471,210,1,210,0,1.000,contiguous,25-234
Q8IZU9,514,1,514,0,1.000,contiguous,22-535
Q53RT3,267,1,267,0,1.000,contiguous,77-343
Q9BYH1,930,1,930,0,1.000,contiguous,29-958
Q8IV45,10,1,10,0,1.000,contiguous,1-10
Q04912,933,1,933,0,1.000,contiguous,25-957
Q96IQ7,220,1,220,0,1.000,contiguous,24-243
Q8IXE1,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
O75712,38,2,73,35,0.521,intermittent,41-75;150-187
Q86SJ2,359,1,359,0,1.000,contiguous,40-398
Q8NHB8,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
Q9BZR6,420,0,0,0,,no_accepted_segment,
Q86WK6,345,1,345,0,1.000,contiguous,28-372
Q8TAF8,54,2,83,29,0.651,intermittent,46-99;150-178
A6ND48,27,4,76,49,0.355,intermittent,1-26;77-92;163-189;263-269
P41146,48,4,101,53,0.475,intermittent,1-48;110-124;189-211;286-300
Q15842,32,2,41,9,0.780,intermittent,95-126;146-154
Q96R27,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
P26006,959,1,959,0,1.000,contiguous,33-991
Q9NZP2,37,4,97,60,0.381,intermittent,1-23;74-97;159-195;257-269
Q8NFF2,59,6,97,38,0.608,intermittent,39-97;164-172;222-224;479-479;548-557;608-622
Q8IZK6,202,4,230,28,0.878,intermittent,87-288;368-376;441-448;470-480
P09958,608,1,608,0,1.000,contiguous,108-715
Q9Y5G4,664,1,664,0,1.000,contiguous,29-692
Q86SR1,572,1,572,0,1.000,contiguous,32-603
O14581,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q9HA72,47,2,56,9,0.839,intermittent,44-52;133-179
O75056,387,1,387,0,1.000,contiguous,1-387
Q9GZK6,37,4,97,60,0.381,intermittent,1-26;81-101;160-196;261-273
Q8N4S9,16,3,28,12,0.571,intermittent,216-223;276-291;338-341
P10721,499,1,499,0,1.000,contiguous,26-524
Q6UXZ4,347,1,347,0,1.000,contiguous,33-379
Q6UY18,505,1,505,0,1.000,contiguous,29-533
Q9ULH0,5,2,9,4,0.556,intermittent,521-524;681-685
Q9HCF6,55,3,66,11,0.833,intermittent,919-925;986-989;1057-1111
Q9UHX3,517,4,554,37,0.933,intermittent,24-540;591-605;666-683;757-760
Q00765,2,2,4,2,0.500,intermittent,52-53;104-105
P55286,560,1,560,0,1.000,contiguous,62-621
Q9UN75,668,1,668,0,1.000,contiguous,30-697
Q30154,198,1,198,0,1.000,contiguous,30-227
Q8N2K1,12,1,12,0,1.000,contiguous,248-259
P59533,27,4,66,39,0.409,intermittent,1-17;77-94;164-190;273-276
Q96G23,40,1,40,0,1.000,contiguous,1-40
O75908,20,5,71,51,0.282,intermittent,143-162;221-228;327-343;443-448;503-522
Q8TCP9,513,1,513,0,1.000,contiguous,1-513
P56975,360,1,360,0,1.000,contiguous,1-360
P08173,31,4,84,53,0.369,intermittent,1-31;90-106;172-193;423-436
Q96PG2,29,2,38,9,0.763,intermittent,83-91;143-171
Q99720,9,1,9,0,1.000,contiguous,1-9
O43194,45,4,117,72,0.385,intermittent,1-34;90-109;173-217;306-323
P53816,8,1,8,0,1.000,contiguous,155-162
Q8N5C1,45,2,53,8,0.849,intermittent,38-45;130-174
Q53FV1,27,1,27,0,1.000,contiguous,127-153
Q9Y487,74,4,140,66,0.529,intermittent,413-414;476-549;609-651;765-785
Q9UIG8,101,6,234,133,0.432,intermittent,61-79;132-174;244-261;367-386;439-539;598-630
O94905,315,1,315,0,1.000,contiguous,25-339
Q6NW40,367,0,0,0,,no_accepted_segment,
Q8NGI2,36,4,103,67,0.350,intermittent,1-27;78-101;163-198;261-276
