census_accession,census_class,span_aa,span_rule,band,tier,tier_reason,dtype,chunk_size,fold_order,span_definition,guards
P41217,surface,202,vocabulary,local,local,,int8,64,258,v2-ruled-vocabulary-2026-08-07,
Q99999,non_surface,388,vocabulary,local,local,,int8,64,259,v2-ruled-vocabulary-2026-08-07,
P0C6S8,surface,507,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,260,v2-ruled-vocabulary-2026-08-07,
Q8TDU9,surface,43,vocabulary,local,local,,int8,64,261,v2-ruled-vocabulary-2026-08-07,
Q9UKF5,surface,481,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,262,v2-ruled-vocabulary-2026-08-07,
Q8NH48,surface,42,vocabulary,local,local,,int8,64,263,v2-ruled-vocabulary-2026-08-07,
P18505,surface,220,vocabulary,local,local,,int8,64,264,v2-ruled-vocabulary-2026-08-07,
Q92847,surface,40,vocabulary,local,local,,int8,64,265,v2-ruled-vocabulary-2026-08-07,
Q96A54,non_surface,17,vocabulary,local,local,,int8,64,266,v2-ruled-vocabulary-2026-08-07,
Q9NWQ8,non_surface,16,vocabulary,local,local,,int8,64,267,v2-ruled-vocabulary-2026-08-07,
Q99075,surface,141,vocabulary,local,local,,int8,64,268,v2-ruled-vocabulary-2026-08-07,
Q96RD1,surface,37,vocabulary,local,local,,int8,64,269,v2-ruled-vocabulary-2026-08-07,
Q9NPR2,surface,674,vocabulary,above_local,rental,over_local_ceiling,fp16,64,270,v2-ruled-vocabulary-2026-08-07,
P55285,surface,562,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,271,v2-ruled-vocabulary-2026-08-07,
P48960,surface,532,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,272,v2-ruled-vocabulary-2026-08-07,
P08913,surface,47,vocabulary,local,local,,int8,64,273,v2-ruled-vocabulary-2026-08-07,
P26951,surface,287,vocabulary,local,local,,int8,64,274,v2-ruled-vocabulary-2026-08-07,
Q96D42,surface,275,vocabulary,local,local,,int8,64,275,v2-ruled-vocabulary-2026-08-07,
Q8TBM8,non_surface,114,vocabulary,local,local,,int8,64,276,v2-ruled-vocabulary-2026-08-07,
P78334,surface,258,vocabulary,local,local,,int8,64,277,v2-ruled-vocabulary-2026-08-07,
O60404,surface,37,vocabulary,local,local,,int8,64,278,v2-ruled-vocabulary-2026-08-07,
Q9P121,surface,287,gpi_rule_A,local,local,,int8,64,279,v2-ruled-vocabulary-2026-08-07,
Q99788,surface,48,vocabulary,local,local,,int8,64,280,v2-ruled-vocabulary-2026-08-07,
Q9BY50,non_surface,144,vocabulary,local,local,,int8,64,281,v2-ruled-vocabulary-2026-08-07,
P36941,surface,197,vocabulary,local,local,,int8,64,282,v2-ruled-vocabulary-2026-08-07,
Q9HC73,surface,209,vocabulary,local,local,,int8,64,283,v2-ruled-vocabulary-2026-08-07,
O75054,surface,1105,vocabulary,above_local,rental,over_local_ceiling,fp16,64,284,v2-ruled-vocabulary-2026-08-07,
Q05901,surface,216,vocabulary,local,local,,int8,64,285,v2-ruled-vocabulary-2026-08-07,
P32248,surface,35,vocabulary,local,local,,int8,64,286,v2-ruled-vocabulary-2026-08-07,
P10966,surface,149,vocabulary,local,local,,int8,64,287,v2-ruled-vocabulary-2026-08-07,
Q92633,surface,50,vocabulary,local,local,,int8,64,288,v2-ruled-vocabulary-2026-08-07,
Q14953,surface,224,vocabulary,local,local,,int8,64,289,v2-ruled-vocabulary-2026-08-07,
Q96R48,surface,38,vocabulary,local,local,,int8,64,290,v2-ruled-vocabulary-2026-08-07,
O00124,non_surface,11,vocabulary,local,local,,int8,64,291,v2-ruled-vocabulary-2026-08-07,
P01833,surface,620,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,292,v2-ruled-vocabulary-2026-08-07,
Q8N3Y3,non_surface,692,vocabulary,above_local,rental,over_local_ceiling,fp16,64,293,v2-ruled-vocabulary-2026-08-07,
Q15743,surface,16,vocabulary,local,local,,int8,64,294,v2-ruled-vocabulary-2026-08-07,
P36383,non_surface,30,vocabulary,local,local,,int8,64,295,v2-ruled-vocabulary-2026-08-07,
Q11203,non_surface,347,vocabulary,local,local,,int8,64,296,v2-ruled-vocabulary-2026-08-07,
Q9UM47,surface,1604,vocabulary,above_local,rental,over_local_ceiling,fp16,64,297,v2-ruled-vocabulary-2026-08-07,
P14778,surface,319,vocabulary,local,local,,int8,64,298,v2-ruled-vocabulary-2026-08-07,
O43749,surface,38,vocabulary,local,local,,int8,64,299,v2-ruled-vocabulary-2026-08-07,
Q9P2U8,surface,33,vocabulary,local,local,,int8,64,300,v2-ruled-vocabulary-2026-08-07,
Q96NU0,surface,1220,vocabulary,above_local,rental,over_local_ceiling,fp16,64,301,v2-ruled-vocabulary-2026-08-07,
Q8N661,non_surface,11,vocabulary,local,local,,int8,64,302,v2-ruled-vocabulary-2026-08-07,
P25100,surface,95,vocabulary,local,local,,int8,64,303,v2-ruled-vocabulary-2026-08-07,
O76100,surface,37,vocabulary,local,local,,int8,64,304,v2-ruled-vocabulary-2026-08-07,
Q6UXK2,surface,571,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,305,v2-ruled-vocabulary-2026-08-07,
Q9H2B2,non_surface,16,vocabulary,local,local,,int8,64,306,v2-ruled-vocabulary-2026-08-07,
Q9ULD8,non_surface,71,vocabulary,local,local,,int8,64,307,v2-ruled-vocabulary-2026-08-07,
Q6ZMI3,surface,512,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,308,v2-ruled-vocabulary-2026-08-07,
Q86WI1,surface,4190,vocabulary,above_local,rental,over_local_ceiling,fp16,64,309,v2-ruled-vocabulary-2026-08-07,
Q8NC54,surface,147,vocabulary,local,local,,int8,64,310,v2-ruled-vocabulary-2026-08-07,
Q9H159,surface,553,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,311,v2-ruled-vocabulary-2026-08-07,
Q9NV96,surface,255,vocabulary,local,local,,int8,64,312,v2-ruled-vocabulary-2026-08-07,
Q9BX67,surface,210,vocabulary,local,local,,int8,64,313,v2-ruled-vocabulary-2026-08-07,
P41231,surface,32,vocabulary,local,local,,int8,64,314,v2-ruled-vocabulary-2026-08-07,
Q8WWG1,surface,62,vocabulary,local,local,,int8,64,315,v2-ruled-vocabulary-2026-08-07,
Q9NPD5,surface,112,vocabulary,local,local,,int8,64,316,v2-ruled-vocabulary-2026-08-07,
Q6P995,surface,321,vocabulary,local,local,,int8,64,317,v2-ruled-vocabulary-2026-08-07,
Q8TDQ1,surface,137,vocabulary,local,local,,int8,64,318,v2-ruled-vocabulary-2026-08-07,
Q9NZS2,surface,172,vocabulary,local,local,,int8,64,319,v2-ruled-vocabulary-2026-08-07,
P25092,surface,407,vocabulary,local,local,,int8,64,320,v2-ruled-vocabulary-2026-08-07,
Q05996,surface,678,vocabulary,above_local,rental,over_local_ceiling,fp16,64,321,v2-ruled-vocabulary-2026-08-07,
O75084,surface,224,vocabulary,local,local,,int8,64,322,v2-ruled-vocabulary-2026-08-07,
Q9NS62,surface,389,vocabulary,local,local,,int8,64,323,v2-ruled-vocabulary-2026-08-07,
Q10472,non_surface,531,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,324,v2-ruled-vocabulary-2026-08-07,
P50281,surface,430,vocabulary,local,local,,int8,64,325,v2-ruled-vocabulary-2026-08-07,
Q6V0I7,surface,4466,vocabulary,above_local,rental,over_local_ceiling,fp16,64,326,v2-ruled-vocabulary-2026-08-07,
Q6MZM0,surface,1090,vocabulary,above_local,rental,over_local_ceiling,fp16,64,327,v2-ruled-vocabulary-2026-08-07,
Q01726,surface,41,vocabulary,local,local,,int8,64,328,v2-ruled-vocabulary-2026-08-07,
Q96LA6,surface,291,vocabulary,local,local,,int8,64,329,v2-ruled-vocabulary-2026-08-07,
Q86XJ0,non_surface,52,vocabulary,local,local,,int8,64,330,v2-ruled-vocabulary-2026-08-07,
P16581,surface,535,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,331,v2-ruled-vocabulary-2026-08-07,
Q5VY43,surface,735,vocabulary,above_local,rental,over_local_ceiling,fp16,64,332,v2-ruled-vocabulary-2026-08-07,
Q9BT88,non_surface,15,vocabulary,local,local,,int8,64,333,v2-ruled-vocabulary-2026-08-07,
P13747,surface,284,vocabulary,local,local,,int8,64,334,v2-ruled-vocabulary-2026-08-07,
O60503,surface,34,vocabulary,local,local,,int8,64,335,v2-ruled-vocabulary-2026-08-07,
A6NET4,surface,32,vocabulary,local,local,,int8,64,336,v2-ruled-vocabulary-2026-08-07,
P49238,surface,31,vocabulary,local,local,,int8,64,337,v2-ruled-vocabulary-2026-08-07,
Q01113,surface,230,vocabulary,local,local,,int8,64,338,v2-ruled-vocabulary-2026-08-07,
Q9BXS4,non_surface,203,vocabulary,local,local,,int8,64,339,v2-ruled-vocabulary-2026-08-07,
P11117,surface,350,vocabulary,local,local,,int8,64,340,v2-ruled-vocabulary-2026-08-07,
Q15005,non_surface,4,vocabulary,local,local,,int8,64,341,v2-ruled-vocabulary-2026-08-07,
Q9NPA1,surface,126,vocabulary,local,local,,int8,64,342,v2-ruled-vocabulary-2026-08-07,
Q96MS0,surface,871,vocabulary,above_local,rental,over_local_ceiling,fp16,64,343,v2-ruled-vocabulary-2026-08-07,
Q8NCL4,non_surface,594,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,344,v2-ruled-vocabulary-2026-08-07,
P36894,surface,129,vocabulary,local,local,,int8,64,345,v2-ruled-vocabulary-2026-08-07,
Q96IZ2,non_surface,22,vocabulary,local,local,,int8,64,346,v2-ruled-vocabulary-2026-08-07,
Q9NT99,surface,541,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,347,v2-ruled-vocabulary-2026-08-07,
Q9Y5G5,surface,663,vocabulary,above_local,rental,over_local_ceiling,fp16,64,348,v2-ruled-vocabulary-2026-08-07,
Q6ZMG9,non_surface,37,vocabulary,local,local,,int8,64,349,v2-ruled-vocabulary-2026-08-07,
Q9GZZ6,surface,213,vocabulary,local,local,,int8,64,350,v2-ruled-vocabulary-2026-08-07,
A6NM11,surface,1547,vocabulary,above_local,rental,over_local_ceiling,fp16,64,351,v2-ruled-vocabulary-2026-08-07,
Q9UQ05,non_surface,45,vocabulary,local,local,,int8,64,352,v2-ruled-vocabulary-2026-08-07,
Q96RD0,surface,37,vocabulary,local,local,,int8,64,353,v2-ruled-vocabulary-2026-08-07,
P36956,non_surface,39,vocabulary,local,local,,int8,64,354,v2-ruled-vocabulary-2026-08-07,
Q5DX21,surface,219,vocabulary,local,local,,int8,64,355,v2-ruled-vocabulary-2026-08-07,
P31644,surface,229,vocabulary,local,local,,int8,64,356,v2-ruled-vocabulary-2026-08-07,
Q9Y278,non_surface,328,vocabulary,local,local,,int8,64,357,v2-ruled-vocabulary-2026-08-07,
O14684,non_surface,12,vocabulary,local,local,,int8,64,358,v2-ruled-vocabulary-2026-08-07,
Q6UY18,surface,505,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,359,v2-ruled-vocabulary-2026-08-07,
O94856,surface,1193,vocabulary,above_local,rental,over_local_ceiling,fp16,64,360,v2-ruled-vocabulary-2026-08-07,
Q9UHC9,surface,272,vocabulary,local,local,,int8,64,361,v2-ruled-vocabulary-2026-08-07,
Q6UX82,surface,195,gpi_rule_A,local,local,,int8,64,362,v2-ruled-vocabulary-2026-08-07,
P56880,surface,53,vocabulary,local,local,,int8,64,363,v2-ruled-vocabulary-2026-08-07,
Q7Z402,surface,168,vocabulary,local,local,,int8,64,364,v2-ruled-vocabulary-2026-08-07,
O96024,non_surface,359,vocabulary,local,local,,int8,64,365,v2-ruled-vocabulary-2026-08-07,
Q6ZQN7,surface,109,vocabulary,local,local,,int8,64,366,v2-ruled-vocabulary-2026-08-07,
Q9Y228,non_surface,7,vocabulary,local,local,,int8,64,367,v2-ruled-vocabulary-2026-08-07,
P47775,surface,48,vocabulary,local,local,,int8,64,368,v2-ruled-vocabulary-2026-08-07,
Q9Y5I0,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,369,v2-ruled-vocabulary-2026-08-07,
Q8TC36,non_surface,257,vocabulary,local,local,,int8,64,370,v2-ruled-vocabulary-2026-08-07,
Q6UXE8,surface,220,vocabulary,local,local,,int8,64,371,v2-ruled-vocabulary-2026-08-07,
P10586,surface,1234,vocabulary,above_local,rental,over_local_ceiling,fp16,64,372,v2-ruled-vocabulary-2026-08-07,
Q8WXG9,surface,5879,vocabulary,above_local,rental,over_local_ceiling,fp16,64,373,v2-ruled-vocabulary-2026-08-07,
O76024,non_surface,217,vocabulary,local,local,,int8,64,374,v2-ruled-vocabulary-2026-08-07,
Q5BJH7,non_surface,15,vocabulary,local,local,,int8,64,375,v2-ruled-vocabulary-2026-08-07,
Q695T7,surface,88,vocabulary,local,local,,int8,64,376,v2-ruled-vocabulary-2026-08-07,
P52798,surface,144,gpi_rule_A,local,local,,int8,64,377,v2-ruled-vocabulary-2026-08-07,
Q8NG75,surface,37,vocabulary,local,local,,int8,64,378,v2-ruled-vocabulary-2026-08-07,
Q8NGA8,surface,37,vocabulary,local,local,,int8,64,379,v2-ruled-vocabulary-2026-08-07,
P29322,surface,515,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,380,v2-ruled-vocabulary-2026-08-07,
Q8IVQ6,non_surface,31,vocabulary,local,local,,int8,64,381,v2-ruled-vocabulary-2026-08-07,
Q8WY07,surface,34,vocabulary,local,local,,int8,64,382,v2-ruled-vocabulary-2026-08-07,
Q6PJG9,surface,502,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,383,v2-ruled-vocabulary-2026-08-07,
Q96G79,non_surface,36,vocabulary,local,local,,int8,64,384,v2-ruled-vocabulary-2026-08-07,
Q5JX71,non_surface,33,vocabulary,local,local,,int8,64,385,v2-ruled-vocabulary-2026-08-07,
O00767,non_surface,4,vocabulary,local,local,,int8,64,386,v2-ruled-vocabulary-2026-08-07,
P51681,surface,32,vocabulary,local,local,,int8,64,387,v2-ruled-vocabulary-2026-08-07,
O43280,surface,532,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,388,v2-ruled-vocabulary-2026-08-07,
Q9H8M5,surface,250,vocabulary,local,local,,int8,64,389,v2-ruled-vocabulary-2026-08-07,
Q8NH64,surface,36,vocabulary,local,local,,int8,64,390,v2-ruled-vocabulary-2026-08-07,
O75325,surface,612,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,391,v2-ruled-vocabulary-2026-08-07,
Q8N967,surface,275,vocabulary,local,local,,int8,64,392,v2-ruled-vocabulary-2026-08-07,
Q96GW7,surface,623,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,393,v2-ruled-vocabulary-2026-08-07,chain_end_exceeds_anchor
P06729,surface,185,vocabulary,local,local,,int8,64,394,v2-ruled-vocabulary-2026-08-07,
Q7L0J3,surface,130,vocabulary,local,local,,int8,64,395,v2-ruled-vocabulary-2026-08-07,
Q96MV8,non_surface,17,vocabulary,local,local,,int8,64,396,v2-ruled-vocabulary-2026-08-07,
Q14435,non_surface,596,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,397,v2-ruled-vocabulary-2026-08-07,
Q8N6L1,non_surface,20,vocabulary,local,local,,int8,64,398,v2-ruled-vocabulary-2026-08-07,
Q9UN75,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,399,v2-ruled-vocabulary-2026-08-07,
A8MUP6,surface,91,vocabulary,local,local,,int8,64,400,v2-ruled-vocabulary-2026-08-07,
P43628,surface,224,vocabulary,local,local,,int8,64,401,v2-ruled-vocabulary-2026-08-07,
O00400,surface,23,vocabulary,local,local,,int8,64,402,v2-ruled-vocabulary-2026-08-07,
Q04671,non_surface,133,vocabulary,local,local,,int8,64,403,v2-ruled-vocabulary-2026-08-07,
Q6DWJ6,surface,29,vocabulary,local,local,,int8,64,404,v2-ruled-vocabulary-2026-08-07,
Q8NGR1,surface,43,vocabulary,local,local,,int8,64,405,v2-ruled-vocabulary-2026-08-07,
Q15392,non_surface,9,vocabulary,local,local,,int8,64,406,v2-ruled-vocabulary-2026-08-07,
P35610,non_surface,22,vocabulary,local,local,,int8,64,407,v2-ruled-vocabulary-2026-08-07,
Q5VUD6,non_surface,380,vocabulary,local,local,,int8,64,408,v2-ruled-vocabulary-2026-08-07,
Q8NGU1,surface,35,vocabulary,local,local,,int8,64,409,v2-ruled-vocabulary-2026-08-07,
Q7RTY9,surface,244,gpi_rule_A,local,local,,int8,64,410,v2-ruled-vocabulary-2026-08-07,
Q86UN3,surface,343,gpi_rule_A,local,local,,int8,64,411,v2-ruled-vocabulary-2026-08-07,
P41594,surface,559,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,412,v2-ruled-vocabulary-2026-08-07,
P56373,surface,279,vocabulary,local,local,,int8,64,413,v2-ruled-vocabulary-2026-08-07,
Q86YD3,surface,206,vocabulary,local,local,,int8,64,414,v2-ruled-vocabulary-2026-08-07,
Q9H8J5,surface,359,vocabulary,local,local,,int8,64,415,v2-ruled-vocabulary-2026-08-07,
Q99250,surface,99,vocabulary,local,local,,int8,64,416,v2-ruled-vocabulary-2026-08-07,
Q9UBN4,non_surface,65,vocabulary,local,local,,int8,64,417,v2-ruled-vocabulary-2026-08-07,
O95832,surface,53,vocabulary,local,local,,int8,64,418,v2-ruled-vocabulary-2026-08-07,
Q9NSD5,surface,65,vocabulary,local,local,,int8,64,419,v2-ruled-vocabulary-2026-08-07,
P20701,surface,1065,vocabulary,above_local,rental,over_local_ceiling,fp16,64,420,v2-ruled-vocabulary-2026-08-07,
O00592,surface,439,vocabulary,local,local,,int8,64,421,v2-ruled-vocabulary-2026-08-07,
Q9UP38,surface,250,vocabulary,local,local,,int8,64,422,v2-ruled-vocabulary-2026-08-07,
Q86VZ5,non_surface,40,vocabulary,local,local,,int8,64,423,v2-ruled-vocabulary-2026-08-07,
P01130,surface,767,vocabulary,above_local,rental,over_local_ceiling,fp16,64,424,v2-ruled-vocabulary-2026-08-07,
P63027,non_surface,2,vocabulary,local,local,,int8,64,425,v2-ruled-vocabulary-2026-08-07,
P25942,surface,173,vocabulary,local,local,,int8,64,426,v2-ruled-vocabulary-2026-08-07,
Q6UW88,surface,88,vocabulary,local,local,,int8,64,427,v2-ruled-vocabulary-2026-08-07,
Q9GZU1,surface,212,vocabulary,local,local,,int8,64,428,v2-ruled-vocabulary-2026-08-07,
Q8IUH5,non_surface,28,vocabulary,local,local,,int8,64,429,v2-ruled-vocabulary-2026-08-07,
Q6ZN44,surface,281,vocabulary,local,local,,int8,64,430,v2-ruled-vocabulary-2026-08-07,
P34981,surface,28,vocabulary,local,local,,int8,64,431,v2-ruled-vocabulary-2026-08-07,
Q16720,surface,37,vocabulary,local,local,,int8,64,432,v2-ruled-vocabulary-2026-08-07,
A8MXE2,non_surface,336,vocabulary,local,local,,int8,64,433,v2-ruled-vocabulary-2026-08-07,
Q7Z408,surface,3408,vocabulary,above_local,rental,over_local_ceiling,fp16,64,434,v2-ruled-vocabulary-2026-08-07,
Q7RTW8,surface,1107,gpi_rule_A,above_local,rental,over_local_ceiling,fp16,64,435,v2-ruled-vocabulary-2026-08-07,
O00241,surface,342,vocabulary,local,local,,int8,64,436,v2-ruled-vocabulary-2026-08-07,
P49788,non_surface,20,vocabulary,local,local,,int8,64,437,v2-ruled-vocabulary-2026-08-07,
Q92643,non_surface,341,vocabulary,local,local,,int8,64,438,v2-ruled-vocabulary-2026-08-07,
Q8NAC3,surface,518,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,439,v2-ruled-vocabulary-2026-08-07,
Q6UVK1,surface,2195,vocabulary,above_local,rental,over_local_ceiling,fp16,64,440,v2-ruled-vocabulary-2026-08-07,
Q9NQR9,non_surface,38,vocabulary,local,local,,int8,64,441,v2-ruled-vocabulary-2026-08-07,
Q9Y5E3,surface,661,vocabulary,above_local,rental,over_local_ceiling,fp16,64,442,v2-ruled-vocabulary-2026-08-07,
P43005,surface,91,vocabulary,local,local,,int8,64,443,v2-ruled-vocabulary-2026-08-07,
Q9Y5F3,surface,663,vocabulary,above_local,rental,over_local_ceiling,fp16,64,444,v2-ruled-vocabulary-2026-08-07,
Q9BXN2,surface,182,vocabulary,local,local,,int8,64,445,v2-ruled-vocabulary-2026-08-07,
P01889,surface,285,vocabulary,local,local,,int8,64,446,v2-ruled-vocabulary-2026-08-07,
O00258,non_surface,28,vocabulary,local,local,,int8,64,447,v2-ruled-vocabulary-2026-08-07,
Q7Z7H5,non_surface,165,vocabulary,local,local,,int8,64,448,v2-ruled-vocabulary-2026-08-07,
Q9P1P5,surface,48,vocabulary,local,local,,int8,64,449,v2-ruled-vocabulary-2026-08-07,
Q8NBV4,non_surface,16,vocabulary,local,local,,int8,64,450,v2-ruled-vocabulary-2026-08-07,
Q13308,surface,674,vocabulary,above_local,rental,over_local_ceiling,fp16,64,451,v2-ruled-vocabulary-2026-08-07,
Q96G91,surface,42,vocabulary,local,local,,int8,64,452,v2-ruled-vocabulary-2026-08-07,
Q9H015,surface,100,vocabulary,local,local,,int8,64,453,v2-ruled-vocabulary-2026-08-07,
P40198,surface,121,vocabulary,local,local,,int8,64,454,v2-ruled-vocabulary-2026-08-07,
Q9NYW2,surface,32,vocabulary,local,local,,int8,64,455,v2-ruled-vocabulary-2026-08-07,
Q53TN4,non_surface,18,vocabulary,local,local,,int8,64,456,v2-ruled-vocabulary-2026-08-07,
Q96MU8,surface,372,vocabulary,local,local,,int8,64,457,v2-ruled-vocabulary-2026-08-07,
Q92186,non_surface,352,vocabulary,local,local,,int8,64,458,v2-ruled-vocabulary-2026-08-07,
Q14626,surface,347,vocabulary,local,local,,int8,64,459,v2-ruled-vocabulary-2026-08-07,
Q9P298,non_surface,14,vocabulary,local,local,,int8,64,460,v2-ruled-vocabulary-2026-08-07,
Q14416,surface,549,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,461,v2-ruled-vocabulary-2026-08-07,
P32239,surface,55,vocabulary,local,local,,int8,64,462,v2-ruled-vocabulary-2026-08-07,
P55073,non_surface,237,vocabulary,local,local,,int8,64,463,v2-ruled-vocabulary-2026-08-07,
Q9H1V8,surface,105,vocabulary,local,local,,int8,64,464,v2-ruled-vocabulary-2026-08-07,
Q86WV6,non_surface,10,vocabulary,local,local,,int8,64,465,v2-ruled-vocabulary-2026-08-07,
P25101,surface,60,vocabulary,local,local,,int8,64,466,v2-ruled-vocabulary-2026-08-07,
P21860,surface,624,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,467,v2-ruled-vocabulary-2026-08-07,
Q12884,surface,735,vocabulary,above_local,rental,over_local_ceiling,fp16,64,468,v2-ruled-vocabulary-2026-08-07,
A5X5Y0,surface,223,vocabulary,local,local,,int8,64,469,v2-ruled-vocabulary-2026-08-07,
P47887,surface,38,vocabulary,local,local,,int8,64,470,v2-ruled-vocabulary-2026-08-07,
Q8IXM6,non_surface,30,vocabulary,local,local,,int8,64,471,v2-ruled-vocabulary-2026-08-07,
Q8TDY8,surface,933,vocabulary,above_local,rental,over_local_ceiling,fp16,64,472,v2-ruled-vocabulary-2026-08-07,
Q9ULC8,non_surface,21,vocabulary,local,local,,int8,64,473,v2-ruled-vocabulary-2026-08-07,
P30531,surface,67,vocabulary,local,local,,int8,64,474,v2-ruled-vocabulary-2026-08-07,
Q8WWQ8,surface,2439,vocabulary,above_local,rental,over_local_ceiling,fp16,64,475,v2-ruled-vocabulary-2026-08-07,
Q9NPC4,non_surface,310,vocabulary,local,local,,int8,64,476,v2-ruled-vocabulary-2026-08-07,
A6NL08,surface,33,vocabulary,local,local,,int8,64,477,v2-ruled-vocabulary-2026-08-07,
P49685,surface,33,vocabulary,local,local,,int8,64,478,v2-ruled-vocabulary-2026-08-07,
P41968,surface,37,vocabulary,local,local,,int8,64,479,v2-ruled-vocabulary-2026-08-07,
