census_accession,source_identifiers,source_accessions,census_class,census_identity_status,fetch_eligible,fetch_ineligible_reason,parent_sha256,resolved_on
P35348,ADA1A_HUMAN,P35348,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P35368,ADA1B_HUMAN,P35368,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P25100,ADA1D_HUMAN,P25100,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O43506,ADA20_HUMAN,O43506,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKJ8,ADA21_HUMAN,Q9UKJ8,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9P0K1,ADA22_HUMAN,Q9P0K1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75077,ADA23_HUMAN,O75077,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKQ2,ADA28_HUMAN,Q9UKQ2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKF5,ADA29_HUMAN,Q9UKF5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P08913,ADA2A_HUMAN,P08913,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P18089,ADA2B_HUMAN,P18089,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P18825,ADA2C_HUMAN,P18825,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKF2,ADA30_HUMAN,Q9UKF2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TC27,ADA32_HUMAN,Q8TC27,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BZ11,ADA33_HUMAN,Q9BZ11,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q99965,ADAM2_HUMAN,Q99965,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H2U9,ADAM7_HUMAN,Q9H2U9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P78325,ADAM8_HUMAN,P78325,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q13443,ADAM9_HUMAN,Q13443,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75689,ADAP1_HUMAN,O75689,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O00116,ADAS_HUMAN,O00116,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86TW2,ADCK1_HUMAN,Q86TW2,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7Z695,ADCK2_HUMAN,Q7Z695,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96D53,ADCK4_HUMAN,Q96D53,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q3MIX3,ADCK5_HUMAN,Q3MIX3,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6P093,ADCL2_HUMAN,Q6P093,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5VUY2,ADCL4_HUMAN,Q5VUY2,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q08828,ADCY1_HUMAN,Q08828,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q08462,ADCY2_HUMAN,Q08462,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60266,ADCY3_HUMAN,O60266,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NFM4,ADCY4_HUMAN,Q8NFM4,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95622,ADCY5_HUMAN,O95622,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O43306,ADCY6_HUMAN,O43306,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P51828,ADCY7_HUMAN,P51828,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P40145,ADCY8_HUMAN,P40145,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O60503,ADCY9_HUMAN,O60503,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96PN6,ADCYA_HUMAN,Q96PN6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O15204,ADEC1_HUMAN,O15204,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q0VDE8,ADIG_HUMAN,Q0VDE8,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5T7M4,ADIPL_HUMAN,Q5T7M4,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q15848,ADIPO_HUMAN,Q15848,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7Z4H4,ADM2_HUMAN,Q7Z4H4,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
C9JUS6,ADM5_HUMAN,C9JUS6,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P35318,ADML_HUMAN,P35318,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BRR6,ADPGK_HUMAN,Q9BRR6,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P54922,ADPRH_HUMAN,P54922,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96A54,ADR1_HUMAN,Q96A54,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86V24,ADR2_HUMAN,Q86V24,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P08588,ADRB1_HUMAN,P08588,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P07550,ADRB2_HUMAN,P07550,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P13945,ADRB3_HUMAN,P13945,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q16186,ADRM1_HUMAN,Q16186,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P12235,ADT1_HUMAN,P12235,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P05141,ADT2_HUMAN,P05141,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P12236,ADT3_HUMAN,P12236,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H0C2,ADT4_HUMAN,Q9H0C2,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96IZ2,ADTRP_HUMAN,Q96IZ2,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8IUX7,AEBP1_HUMAN,Q8IUX7,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6UXC1,AEGP_HUMAN,Q6UXC1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P43652,AFAM_HUMAN,P43652,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y4W6,AFG32_HUMAN,Q9Y4W6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5BKT4,AG10A_HUMAN,Q5BKT4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5I7T1,AG10B_HUMAN,Q5I7T1,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P06280,AGAL_HUMAN,P06280,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q53H12,AGK_HUMAN,Q53H12,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95994,AGR2_HUMAN,O95994,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8TD06,AGR3_HUMAN,Q8TD06,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O00468,AGRIN_HUMAN,O00468,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O00253,AGRP_HUMAN,O00253,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P30556,AGTR1_HUMAN,P30556,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P50052,AGTR2_HUMAN,P50052,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95831,AIFM1_HUMAN,O95831,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NVV5,AIG1_HUMAN,Q9NVV5,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKB5,AJAP1_HUMAN,Q9UKB5,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q92667,AKAP1_HUMAN,Q92667,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P30837,AL1B1_HUMAN,P30837,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q60I27,AL2CL_HUMAN,Q60I27,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P51648,AL3A2_HUMAN,P51648,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P48448,AL3B2_HUMAN,P48448,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P20292,AL5AP_HUMAN,P20292,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P02768,ALBU_HUMAN,P02768,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P05091,ALDH2_HUMAN,P05091,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q2TAA5,ALG11_HUMAN,Q2TAA5,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BV10,ALG12_HUMAN,Q9BV10,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96F25,ALG14_HUMAN,Q96F25,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BT22,ALG1_HUMAN,Q9BT22,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q92685,ALG3_HUMAN,Q92685,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y673,ALG5_HUMAN,Q9Y673,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y672,ALG6_HUMAN,Q9Y672,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BVK2,ALG8_HUMAN,Q9BVK2,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H6U8,ALG9_HUMAN,Q9H6U8,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q13686,ALKB1_HUMAN,Q13686,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6P6C2,ALKB5_HUMAN,Q6P6C2,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BT30,ALKB7_HUMAN,Q9BT30,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6ZNB7,ALKMO_HUMAN,Q6ZNB7,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UM73,ALK_HUMAN,Q9UM73,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P35858,ALS_HUMAN,P35858,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UHK6,AMACR_HUMAN,Q9UHK6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NP70,AMBN_HUMAN,Q9NP70,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P02760,AMBP_HUMAN,P02760,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P19021,AMD_HUMAN,P19021,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q99217,AMELX_HUMAN,Q99217,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q99218,AMELY_HUMAN,Q99218,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKV5,AMFR_HUMAN,Q9UKV5,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86WK6,AMGO1_HUMAN,Q86WK6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86SJ2,AMGO2_HUMAN,Q86SJ2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86WK7,AMGO3_HUMAN,Q86WK7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q16671,AMHR2_HUMAN,Q16671,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BXJ7,AMNLS_HUMAN,Q9BXJ7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P23109,AMPD1_HUMAN,P23109,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q07075,AMPE_HUMAN,Q07075,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P15144,AMPN_HUMAN,P15144,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6Q4G3,AMPQ_HUMAN,Q6Q4G3,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P30533,AMRP_HUMAN,P30533,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6UX39,AMTN_HUMAN,Q6UX39,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P04745,AMY1_HUMAN,P04745,unclassified,inactive,false,uniprot_inactive,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P19961,AMY2B_HUMAN,P19961,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P04746,AMYP_HUMAN,P04746,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P54802,ANAG_HUMAN,P54802,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P10275,ANDR_HUMAN,P10275,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P16860,ANFB_HUMAN,P16860,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P23582,ANFC_HUMAN,P23582,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P01160,ANF_HUMAN,P01160,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UNK9,ANGE1_HUMAN,Q9UNK9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P03950,ANGI_HUMAN,P03950,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O95841,ANGL1_HUMAN,O95841,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9UKU9,ANGL2_HUMAN,Q9UKU9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y5C1,ANGL3_HUMAN,Q9Y5C1,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BY76,ANGL4_HUMAN,Q9BY76,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86XS5,ANGL5_HUMAN,Q86XS5,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NI99,ANGL6_HUMAN,Q8NI99,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O43827,ANGL7_HUMAN,O43827,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q15389,ANGP1_HUMAN,Q15389,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O15123,ANGP2_HUMAN,O15123,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9Y264,ANGP4_HUMAN,Q9Y264,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P01019,ANGT_HUMAN,P01019,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q7Z5J8,ANKAR_HUMAN,Q7Z5J8,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9HCJ1,ANKH_HUMAN,Q9HCJ1,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86XL3,ANKL2_HUMAN,Q86XL3,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NW15,ANO10_HUMAN,Q9NW15,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5XXA6,ANO1_HUMAN,Q5XXA6,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9NQ90,ANO2_HUMAN,Q9NQ90,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BYT9,ANO3_HUMAN,Q9BYT9,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q32M45,ANO4_HUMAN,Q32M45,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q75V66,ANO5_HUMAN,Q75V66,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q4KMQ2,ANO6_HUMAN,Q4KMQ2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q6IWH7,ANO7_HUMAN,Q6IWH7,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9HCE9,ANO8_HUMAN,Q9HCE9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A1A5B4,ANO9_HUMAN,A1A5B4,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P16066,ANPRA_HUMAN,P16066,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P20594,ANPRB_HUMAN,P20594,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P17342,ANPRC_HUMAN,P17342,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q5VYY1,ANR22_HUMAN,Q5VYY1,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BQI6,ANR32_HUMAN,Q9BQI6,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q86W74,ANR46_HUMAN,Q86W74,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9BZ19,ANR60_HUMAN,Q9BZ19,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P01008,ANT3_HUMAN,P01008,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H6X2,ANTR1_HUMAN,Q9H6X2,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P58335,ANTR2_HUMAN,P58335,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
A6NF34,ANTRL_HUMAN,A6NF34,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P28039,AOAH_HUMAN,P28039,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P19801,AOC1_HUMAN,P19801,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
O75106,AOC2_HUMAN,O75106,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q16853,AOC3_HUMAN,Q16853,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P21397,AOFA_HUMAN,P21397,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P27338,AOFB_HUMAN,P27338,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96N21,AP4AT_HUMAN,Q96N21,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9H1A4,APC1_HUMAN,Q9H1A4,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8J025,APCD1_HUMAN,Q8J025,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8NCL9,APCDL_HUMAN,Q8NCL9,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q9ULZ1,APEL_HUMAN,Q9ULZ1,unclassified,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96BI3,APH1A_HUMAN,Q96BI3,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q8WW43,APH1B_HUMAN,Q8WW43,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P35414,APJ_HUMAN,P35414,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q96LR9,APLD1_HUMAN,Q96LR9,non_surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
P51693,APLP1_HUMAN,P51693,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
Q06481,APLP2_HUMAN,Q06481,surface,active,true,,e22d7643ea01abd0dce415e74faf002186e13ae33190976f1ae61cece045fb76,2026-08-06
