gene_symbol,uniprot,accession_count,main_location,additional_location,if_reliability
LRIT3,Q3SXY7,1,"Nucleoplasm, Mitochondria, Cytosol",,Approved
LRMDA,Q9H2I8,1,Nucleoplasm,Cytosol,Supported
LRP1,Q07954,1,Vesicles,Nucleoplasm,Approved
LRP10,Q7Z4F1,1,Nucleoplasm,Nucleoli,Approved
LRP11,Q86VZ4,1,Plasma membrane,Vesicles,Approved
LRP12,Q9Y561,1,"Nucleoli fibrillar center, Plasma membrane, Mitochondria",,Approved
LRP1B,Q9NZR2,1,Vesicles,,Approved
LRP2,P98164,1,"Vesicles, Mitochondria",,Approved
LRP2BP,Q9P2M1,1,,,
LRP3,O75074,1,Lipid droplets,,Approved
LRP4,O75096,1,"Nucleoplasm, Nucleoli, Mitochondria",,Uncertain
LRP5,O75197,1,,,
LRP6,O75581,1,,,
LRP8,Q14114,1,,,
LRPAP1,P30533,1,Endoplasmic reticulum,,Enhanced
LRPPRC,P42704,1,Mitochondria,,Enhanced
LRR1,Q96L50,1,"Nucleoplasm, Nuclear membrane",Vesicles,Approved
LRRC1,Q9BTT6,1,Cytosol,,Supported
LRRC10,Q5BKY1,1,,,
LRRC10B,A6NIK2,1,Nucleoplasm,Nucleoli,Approved
LRRC14,Q15048,1,"Nucleoplasm, Cytosol",,Approved
LRRC14B,A6NHZ5,1,"Nucleoplasm, Cytosol",,Approved
LRRC15,Q8TF66,1,Vesicles,Plasma membrane,Approved
LRRC17,Q8N6Y2,1,Vesicles,Cytokinetic bridge,Approved
LRRC18,Q8N456,1,Cytosol,,Approved
LRRC19,Q9H756,1,,,
LRRC2,Q9BYS8,1,Nucleoplasm,"Nuclear bodies, Cytosol",Approved
LRRC20,Q8TCA0,1,Nucleoplasm,Cytosol,Approved
LRRC23,Q53EV4,1,"Nucleoli, Nucleoli rim",,Supported
LRRC24,Q50LG9,1,Vesicles,,Approved
LRRC25,Q8N386,1,"Endoplasmic reticulum, Microtubules, Cytosol",,Approved
LRRC26,Q2I0M4,1,Plasma membrane,Nucleoli fibrillar center,Supported
LRRC27,Q9C0I9,1,Golgi apparatus,Nucleoplasm,Approved
LRRC28,Q86X40,1,Nucleoplasm,"Golgi apparatus, Mitochondria",Approved
LRRC3,Q9BY71,1,,,
LRRC30,A6NM36,1,,,
LRRC31,Q6UY01,1,Nucleoplasm,Cytosol,Approved
LRRC32,Q14392,1,Nucleoplasm,,Enhanced
LRRC34,Q8IZ02,1,"Cell Junctions, Microtubules","Cytokinetic bridge, Mitotic spindle",Approved
LRRC36,Q1X8D7,1,Mitochondria,Vesicles,Approved
LRRC37A,A6NMS7,1,Vesicles,,Approved
LRRC37A2,A6NM11,1,Vesicles,,Approved
LRRC37A3,O60309,1,Vesicles,,Approved
LRRC37B,Q96QE4,1,Cytosol,,Approved
LRRC38,Q5VT99,1,,,
LRRC39,Q96DD0,1,,,
LRRC3B,Q96PB8,1,,,
LRRC3C,A6NJW4,1,,,
LRRC4,Q9HBW1,1,Golgi apparatus,,Approved
LRRC40,Q9H9A6,1,Nucleoli,,Approved
LRRC41,Q15345,1,Nuclear bodies,Nucleoplasm,Approved
LRRC42,Q9Y546,1,Nucleoplasm,,Enhanced
LRRC43,Q8N309,1,Golgi apparatus,Vesicles,Approved
LRRC45,Q96CN5,1,"Centrosome, Cytosol","Nucleoplasm, Plasma membrane",Approved
LRRC46,Q96FV0,1,Cytosol,,Approved
LRRC47,Q8N1G4,1,Nucleoli fibrillar center,,Approved
LRRC49,Q8IUZ0,1,,,
LRRC4B,Q9NT99,1,,,
LRRC4C,Q9HCJ2,1,Cytosol,,Approved
LRRC52,Q8N7C0,1,,,
LRRC53,A6NM62,1,,,
LRRC55,Q6ZSA7,1,,,
LRRC56,Q8IYG6,1,,,
LRRC57,Q8N9N7,1,"Mitochondria, Cytosol",,Approved
LRRC58,Q96CX6,1,Nucleoplasm,Cytosol,Approved
LRRC59,Q96AG4,1,Endoplasmic reticulum,,Enhanced
LRRC6,Q86X45,1,,,
LRRC61,Q9BV99,1,Nucleoplasm,,Approved
LRRC63,,0,Golgi apparatus,,Approved
LRRC66,Q68CR7,1,,,
LRRC69,Q6ZNQ3,1,Plasma membrane,,Approved
LRRC7,,0,"Plasma membrane, Cytosol","Nucleoplasm, Centrosome",Supported
LRRC70,Q7Z2Q7,1,,,
LRRC71,Q8N4P6,1,,,
LRRC72,A6NJI9,1,,,
LRRC73,Q5JTD7,1,Cytosol,,Approved
LRRC74A,Q0VAA2,1,,,
LRRC74B,Q6ZQY2,1,,,
LRRC75A,Q8NAA5,1,Nucleoplasm,"Nucleoli, Cytosol",Approved
LRRC75B,Q2VPJ9,1,"Nucleoplasm, Cytosol",,Approved
LRRC8A,Q8IWT6,1,,,
LRRC8B,Q6P9F7,1,,,
LRRC8C,Q8TDW0,1,Golgi apparatus,,Approved
LRRC8D,Q7L1W4,1,,,
LRRC8E,Q6NSJ5,1,,,
LRRC9,Q6ZRR7,1,"Plasma membrane, Cell Junctions","Nucleoplasm, Nuclear bodies",Approved
LRRCC1,Q9C099,1,Centrosome,,Supported
LRRD1,A4D1F6,1,Mitochondria,Vesicles,Approved
LRRFIP1,Q32MZ4,1,Cytosol,,Supported
LRRFIP2,Q9Y608,1,"Plasma membrane, Actin filaments",,Approved
LRRIQ1,Q96JM4,1,,,
LRRIQ3,A6PVS8,1,Plasma membrane,Nucleoplasm,Approved
LRRIQ4,A6NIV6,1,Mitochondria,,Approved
LRRK1,Q38SD2,1,Cytosol,Mitochondria,Supported
LRRK2,Q5S007,1,Vesicles,,Supported
LRRN1,Q6UXK5,1,,,
LRRN2,O75325,1,Endoplasmic reticulum,,Approved
LRRN3,Q9H3W5,1,"Nucleoplasm, Cytosol",,Approved
LRRN4,Q8WUT4,1,"Nucleoli, Nucleoli rim, Mitotic chromosome",,Uncertain
LRRN4CL,Q8ND94,1,Nucleoplasm,Nuclear bodies,Approved
LRRTM1,Q86UE6,1,Golgi apparatus,,Approved
LRRTM2,O43300,1,,,
LRRTM3,Q86VH5,1,,,
LRRTM4,Q86VH4,1,,,
LRSAM1,Q6UWE0,1,Cytosol,,Approved
LRTM1,Q9HBL6,1,,,
LRTM2,Q8N967,1,Cytosol,,Approved
LRTOMT,Q96E66,1,Microtubules,,Uncertain
LRWD1,Q9UFC0,1,"Nucleoli, Nucleoli rim","Nucleoplasm, Vesicles",Supported
LSAMP,Q13449,1,Cytosol,,Enhanced
LSG1,Q9H089,1,"Nuclear bodies, Cytosol",Nucleoplasm,Supported
LSM1,O15116,1,Cytoplasmic bodies,Cytosol,Approved
LSM10,Q969L4,1,Nucleoplasm,Nuclear bodies,Supported
LSM11,P83369,1,Nucleoplasm,Nuclear bodies,Supported
LSM12,Q3MHD2,1,Cytosol,,Approved
LSM14A,Q8ND56,1,Cytoplasmic bodies,Cytosol,Supported
LSM14B,Q9BX40,1,Vesicles,,Supported
LSM2,Q9Y333,1,Nucleoplasm,,Enhanced
LSM3,P62310,1,Nucleoli,Nucleoplasm,Approved
LSM4,Q9Y4Z0,1,Vesicles,,Approved
LSM5,Q9Y4Y9,1,,,
LSM6,P62312,1,Actin filaments,,Approved
LSM7,Q9UK45,1,Nucleoli fibrillar center,,Approved
LSM8,O95777,1,"Nucleoplasm, Vesicles",,Approved
LSMEM1,Q8N8F7,1,Cytosol,Vesicles,Supported
LSMEM2,Q8N112,1,Plasma membrane,Nucleoplasm,Approved
LSP1,P33241,1,,,
LSR,Q86X29,1,"Plasma membrane, Cell Junctions",,Enhanced
LSS,P48449,1,,,
LST1,O00453,1,"Plasma membrane, Cytosol",,Supported
LTA,P01374,1,,,
LTA4H,P09960,1,Cytosol,Nucleoplasm,Supported
LTB,Q06643,1,Centrosome,,Approved
LTB4R,Q15722,1,,,
LTB4R2,Q9NPC1,1,Plasma membrane,Nucleoplasm,Supported
LTBP1,Q14766,1,,,
LTBP2,Q14767,1,Nucleoplasm,,Approved
LTBP3,Q9NS15,1,,,
LTBP4,Q8N2S1,1,,,
LTBR,P36941,1,Golgi apparatus,,Supported
LTC4S,Q16873,1,Nucleoplasm,"Endoplasmic reticulum, Cytosol",Approved
LTF,P02788,1,,,
LTK,P29376,1,Vesicles,,Approved
LTN1,O94822,1,Cytosol,,Enhanced
LTO1,Q8WV07,1,Nucleoplasm,,Approved
LTV1,Q96GA3,1,Cytosol,Nucleoplasm,Enhanced
LUC7L,Q9NQ29,1,Nucleoplasm,Mitochondria,Approved
LUC7L2,Q9Y383,1,Nucleoplasm,,Approved
LUC7L3,O95232,1,Nuclear speckles,,Enhanced
LUM,P51884,1,,,
LURAP1,Q96LR2,1,Cytosol,Vesicles,Supported
LURAP1L,Q8IV03,1,Nucleoli,Nucleoplasm,Approved
LUZP1,Q86V48,1,Actin filaments,,Uncertain
LUZP2,Q86TE4,1,"Nucleoplasm, Cytosol",Plasma membrane,Approved
LUZP4,Q9P127,1,,,
LVRN,Q6Q4G3,1,,,
LXN,Q9BS40,1,"Nucleoplasm, Cytosol",,Approved
LY6D,Q14210,1,,,
LY6E,Q16553,1,,,
LY6G5B,Q8NDX9,1,,,
LY6G5C,Q5SRR4,1,,,
LY6G6C,O95867,1,,,
LY6G6D,O95868,1,,,
LY6G6E,,0,Nucleoplasm,,Approved
LY6G6F,Q5SQ64,1,,,
LY6G6F-LY6G6D,,0,,,
LY6H,O94772,1,,,
LY6K,Q17RY6,1,Plasma membrane,Nucleoplasm,Approved
LY6L,H3BQJ8,1,,,
LY75,O60449,1,Golgi apparatus,,Approved
LY75-CD302,,0,,,
LY86,O95711,1,,,
LY9,Q9HBG7,1,Plasma membrane,Centriolar satellite,Approved
LY96,Q9Y6Y9,1,Vesicles,,Approved
LYAR,Q9NX58,1,"Nucleoli, Nucleoli rim",Nucleoplasm,Enhanced
LYG1,Q8N1E2,1,,,
LYG2,Q86SG7,1,,,
LYL1,P12980,1,Nucleoplasm,,Approved
LYN,P07948,1,"Golgi apparatus, Plasma membrane",Vesicles,Supported
LYNX1,P0DP58,1,,,
LYNX1-SLURP2,,0,,,
LYPD1,Q8N2G4,1,"Nucleoplasm, Vesicles",Plasma membrane,Approved
LYPD2,Q6UXB3,1,,,
LYPD3,O95274,1,"Endoplasmic reticulum, Vesicles",,Approved
LYPD4,Q6UWN0,1,,,
LYPD5,Q6UWN5,1,"Nucleoplasm, Cytosol",,Approved
LYPD6,Q86Y78,1,Cytosol,,Approved
LYPD6B,Q8NI32,1,,,
LYPD8,Q6UX82,1,,,
LYPLA1,O75608,1,"Nucleoplasm, Cytosol",,Approved
LYPLA2,O95372,1,Cytosol,Nucleoplasm,Uncertain
LYPLAL1,Q5VWZ2,1,Cytosol,,Supported
LYRM1,O43325,1,Nucleoplasm,Midbody,Supported
LYRM2,Q9NU23,1,Cytosol,,Approved
LYRM4,Q9HD34,1,Nuclear bodies,,Supported
LYRM7,Q5U5X0,1,,,
LYRM9,A8MSI8,1,,,
LYSMD1,Q96S90,1,Nucleoplasm,,Enhanced
LYSMD2,Q8IV50,1,Mitochondria,Nuclear bodies,Approved
LYSMD3,Q7Z3D4,1,Cytosol,,Approved
LYSMD4,Q5XG99,1,Cytosol,Actin filaments,Approved
LYST,Q99698,1,Nucleoplasm,"Plasma membrane, Centriolar satellite",Supported
LYVE1,Q9Y5Y7,1,,,
LYZ,P61626,1,"Golgi apparatus, Actin filaments",Nucleoplasm,Approved
LYZL1,Q6UWQ5,1,,,
LYZL2,Q7Z4W2,1,,,
LYZL4,Q96KX0,1,,,
LYZL6,O75951,1,,,
LZIC,Q8WZA0,1,Nucleoplasm,Cytosol,Approved
LZTFL1,Q9NQ48,1,Cytosol,,Supported
LZTR1,Q8N653,1,Nucleoplasm,"Centrosome, Cytosol",Approved
LZTS1,Q9Y250,1,Plasma membrane,Nucleoli,Approved
LZTS2,Q9BRK4,1,"Plasma membrane, Cytosol",,Approved
LZTS3,O60299,1,Vesicles,,Approved
M1AP,Q8TC57,1,Mitochondria,Nucleoli,Approved
M6PR,P20645,1,,,
MAB21L1,Q13394,1,Nucleoplasm,,Approved
MAB21L2,Q9Y586,1,Nucleoplasm,,Enhanced
MAB21L3,Q8N8X9,1,Nucleoplasm,,Approved
MAB21L4,Q08AI8,1,"Nucleoplasm, Golgi apparatus",,Approved
MACC1,Q6ZN28,1,Mitochondria,,Approved
MACF1,Q9UPN3,1,"Plasma membrane, Cell Junctions, Actin filaments",,Supported
MACIR,Q96GV9,1,,,
MACO1,Q8N5G2,1,Cytosol,,Approved
MACROD1,Q9BQ69,1,Nucleoplasm,,Supported
MACROD2,A1Z1Q3,1,"Nucleoplasm, Nucleoli",,Supported
MACROH2A1,O75367,1,Nucleoplasm,,Supported
MACROH2A2,Q9P0M6,1,Nucleoplasm,,Supported
MAD1L1,Q9Y6D9,1,"Nucleoplasm, Nuclear membrane",,Supported
MAD2L1,Q13257,1,Nucleoplasm,,Approved
MAD2L1BP,Q15013,1,Nucleoplasm,"Nuclear membrane, Nucleoli",Supported
MAD2L2,Q9UI95,1,Cytosol,Nucleoli,Supported
MADCAM1,Q13477,1,,,
MADD,Q8WXG6,1,"Plasma membrane, Cytosol",,Supported
MAEA,Q7L5Y9,1,Nucleoplasm,,Enhanced
MAEL,Q96JY0,1,,,
MAF,O75444,1,"Nucleoplasm, Nuclear bodies",Vesicles,Approved
MAF1,Q9H063,1,Nucleoplasm,Cytosol,Supported
MAFA,Q8NHW3,1,,,
MAFB,Q9Y5Q3,1,Nucleoplasm,"Nucleoli, Golgi apparatus, Cytosol",Approved
MAFF,Q9ULX9,1,Nucleoplasm,Mitochondria,Approved
MAFG,O15525,1,,,
MAFIP,,0,Intermediate filaments,,Uncertain
MAFK,O60675,1,Nucleoplasm,,Enhanced
MAG,P20916,1,,,
MAGEA1,P43355,1,Cytosol,,Supported
MAGEA10,P43363,1,Nucleoplasm,Cytosol,Supported
MAGEA11,P43364,1,"Nucleoplasm, Nuclear bodies",Cytosol,Supported
MAGEA12,P43365,1,,,
MAGEA2,P43356,1,,,
MAGEA2B,P43356,1,,,
MAGEA3,P43357,1,,,
MAGEA4,P43358,1,Nuclear speckles,Cytosol,Approved
MAGEA6,P43360,1,,,
MAGEA8,P43361,1,,,
MAGEA9,P43362,1,"Nucleoplasm, Golgi apparatus",,Approved
MAGEA9B,P43362,1,"Nucleoplasm, Golgi apparatus",,Approved
MAGEB1,P43366,1,,,
MAGEB10,Q96LZ2,1,,,
MAGEB16,A2A368,1,Nucleoplasm,Centrosome,Approved
MAGEB17,A8MXT2,1,Nucleoplasm,,Uncertain
MAGEB18,Q96M61,1,,,
MAGEB2,O15479,1,Cytosol,,Approved
MAGEB3,O15480,1,,,
MAGEB4,O15481,1,,,
MAGEB5,Q9BZ81,1,,,
MAGEB6,Q8N7X4,1,,,
MAGEB6B,,0,,,
MAGEC1,O60732,1,"Nucleoplasm, Cytosol",,Approved
MAGEC2,Q9UBF1,1,Nucleoplasm,Cytosol,Supported
MAGEC3,Q8TD91,1,,,
MAGED1,Q9Y5V3,1,Cytosol,,Approved
MAGED2,Q9UNF1,1,"Nucleoplasm, Nucleoli, Cytosol",,Enhanced
MAGED4,Q96JG8,1,,,
MAGED4B,Q96JG8,1,,,
MAGEE1,Q9HCI5,1,Cytosol,Cytokinetic bridge,Approved
MAGEE2,Q8TD90,1,,,
MAGEF1,Q9HAY2,1,Actin filaments,,Approved
MAGEH1,Q9H213,1,"Nucleoli, Nucleoli rim",,Supported
MAGEL2,Q9UJ55,1,,,
MAGI1,Q96QZ7,1,Cell Junctions,Nucleoplasm,Supported
MAGI2,Q86UL8,1,,,
MAGI3,Q5TCQ9,1,Cell Junctions,,Supported
MAGIX,Q9H6Y5,1,Nucleoplasm,Mitotic chromosome,Approved
MAGOH,P61326,1,Nucleoplasm,,Supported
MAGOHB,Q96A72,1,,,
MAGT1,Q9H0U3,1,,,
MAIP1,Q8WWC4,1,Mitochondria,,Approved
MAJIN,Q3KP22,1,,,
MAK,P20794,1,,,
MAK16,Q9BXY0,1,"Nucleoli, Vesicles",,Approved
MAL,P21145,1,Golgi apparatus,Centrosome,Approved
MAL2,Q969L2,1,,,
MALL,Q13021,1,,,
MALRD1,Q5VYJ5,1,Golgi apparatus,,Enhanced
MALSU1,Q96EH3,1,Mitochondria,,Enhanced
MALT1,Q9UDY8,1,Nucleoli fibrillar center,Cytosol,Approved
MAMDC2,Q7Z304,1,"Nuclear speckles, Plasma membrane",,Approved
MAMDC4,Q6UXC1,1,Nucleoplasm,Cytosol,Approved
MAML1,Q92585,1,Nucleoplasm,,Approved
MAML2,Q8IZL2,1,Nuclear bodies,"Nucleoplasm, Cytosol",Supported
MAML3,Q96JK9,1,Nuclear speckles,,Supported
MAMLD1,Q13495,1,Nucleoplasm,,Supported
MAMSTR,Q6ZN01,1,Nuclear speckles,,Approved
MAN1A1,P33908,1,Golgi apparatus,,Supported
MAN1A2,O60476,1,Golgi apparatus,,Enhanced
MAN1B1,Q9UKM7,1,Vesicles,,Uncertain
MAN1C1,Q9NR34,1,"Nucleoplasm, Vesicles",,Uncertain
MAN2A1,Q16706,1,Golgi apparatus,,Supported
MAN2A2,P49641,1,Cytoplasmic bodies,,Approved
MAN2B1,O00754,1,"Nucleoplasm, Vesicles",,Approved
MAN2B2,Q9Y2E5,1,,,
MAN2C1,Q9NTJ4,1,Nucleoplasm,,Enhanced
MANBA,O00462,1,Vesicles,,Supported
MANBAL,Q9NQG1,1,Mitochondria,Nucleoplasm,Approved
MANEA,Q5SRI9,1,Golgi apparatus,,Supported
MANEAL,Q5VSG8,1,Golgi apparatus,,Approved
MANF,P55145,1,Endoplasmic reticulum,,Supported
MANSC1,Q9H8J5,1,"Golgi apparatus, Vesicles",,Approved
MANSC4,A6NHS7,1,,,
MAOA,P21397,1,Mitochondria,Cytosol,Supported
MAOB,P27338,1,,,
MAP10,Q9P2G4,1,,,
MAP11,Q8WVR3,1,Vesicles,"Plasma membrane, Centriolar satellite",Enhanced
MAP1A,P78559,1,Cytosol,,Approved
MAP1B,P46821,1,Cytosol,,Enhanced
MAP1LC3A,Q9H492,1,Vesicles,,Approved
MAP1LC3B,Q9GZQ8,1,Vesicles,Nucleoplasm,Approved
MAP1LC3B2,A6NCE7,1,Vesicles,Nucleoplasm,Approved
MAP1LC3C,Q9BXW4,1,Cytoplasmic bodies,,Supported
MAP1S,Q66K74,1,Cytosol,"Nucleoplasm, Nucleoli, Cell Junctions",Supported
MAP2,P11137,1,"Plasma membrane, Cytosol",,Approved
MAP2K1,Q02750,1,"Plasma membrane, Cytosol",,Supported
MAP2K2,P36507,1,Cytosol,,Supported
MAP2K3,P46734,1,"Nucleoplasm, Cytosol",,Supported
MAP2K4,P45985,1,Nucleoplasm,Cell Junctions,Approved
MAP2K5,Q13163,1,"Nucleoli, Microtubules",,Approved
MAP2K6,P52564,1,Nucleoplasm,Cytosol,Supported
MAP2K7,O14733,1,"Plasma membrane, Cytosol",Golgi apparatus,Uncertain
MAP3K1,Q13233,1,Cytosol,,Approved
MAP3K10,Q02779,1,"Nucleoplasm, Actin filaments, Cytosol",,Approved
MAP3K11,Q16584,1,"Centriolar satellite, Cytosol",,Supported
MAP3K12,Q12852,1,"Nucleoplasm, Plasma membrane",,Approved
MAP3K13,O43283,1,Centriolar satellite,"Nucleoplasm, Cytosol",Approved
MAP3K14,Q99558,1,"Vesicles, Cytosol","Nucleoplasm, Nucleoli fibrillar center",Supported
MAP3K15,Q6ZN16,1,Vesicles,,Approved
MAP3K19,Q56UN5,1,Cytosol,,Uncertain
MAP3K2,Q9Y2U5,1,"Nucleoplasm, Cytosol",,Supported
MAP3K20,Q9NYL2,1,Cytosol,,Supported
MAP3K21,Q5TCX8,1,"Plasma membrane, Cytosol",,Approved
MAP3K3,Q99759,1,Nucleoplasm,,Approved
MAP3K4,Q9Y6R4,1,Cytosol,,Approved
MAP3K5,Q99683,1,Cytosol,,Supported
MAP3K6,O95382,1,Nucleoplasm,"Plasma membrane, Actin filaments, Cytosol",Approved
MAP3K7,O43318,1,Cytosol,"Nuclear speckles, Plasma membrane",Supported
MAP3K7CL,P57077,1,Nucleoplasm,,Approved
MAP3K8,P41279,1,Cytosol,,Supported
MAP3K9,P80192,1,"Nucleoplasm, Nucleoli",,Approved
MAP4,P27816,1,"Microtubules, Cytosol",Plasma membrane,Approved
MAP4K1,Q92918,1,Plasma membrane,,Approved
MAP4K2,Q12851,1,Vesicles,,Approved
MAP4K3,Q8IVH8,1,Centriolar satellite,,Approved
MAP4K4,O95819,1,,,
MAP4K5,Q9Y4K4,1,Cytosol,Plasma membrane,Supported
MAP6,Q96JE9,1,Plasma membrane,,Uncertain
MAP6D1,Q9H9H5,1,Cytosol,,Approved
MAP7,Q14244,1,Cytosol,Microtubules,Supported
MAP7D1,Q3KQU3,1,,,
MAP7D2,Q96T17,1,Nucleoplasm,Cytosol,Approved
MAP7D3,Q8IWC1,1,Centrosome,,Approved
MAP9,Q49MG5,1,,,
MAPK1,P28482,1,Cytosol,Nuclear speckles,Supported
MAPK10,P53779,1,Nucleoplasm,,Supported
MAPK11,Q15759,1,Mitochondria,,Approved
MAPK12,P53778,1,Nuclear speckles,Cytosol,Approved
MAPK13,O15264,1,"Nucleoplasm, Nucleoli, Nucleoli rim, Cytosol",,Approved
MAPK14,Q16539,1,Nuclear speckles,Cytosol,Supported
MAPK15,Q8TD08,1,"Nucleoplasm, Cytosol",Cell Junctions,Approved
MAPK1IP1L,Q8NDC0,1,"Nucleoplasm, Cytosol",,Approved
MAPK3,P27361,1,Nucleoplasm,,Supported
MAPK4,P31152,1,"Nucleoplasm, Golgi apparatus",Midbody,Approved
MAPK6,Q16659,1,Cytosol,,Supported
MAPK7,Q13164,1,Nucleoplasm,Cytosol,Enhanced
MAPK8,P45983,1,,,
MAPK8IP1,Q9UQF2,1,Plasma membrane,,Enhanced
MAPK8IP2,Q13387,1,,,
MAPK8IP3,Q9UPT6,1,Vesicles,,Approved
MAPK9,P45984,1,"Plasma membrane, Cytosol",Nuclear speckles,Approved
MAPKAP1,Q9BPZ7,1,Nucleoplasm,Cytosol,Supported
MAPKAPK2,P49137,1,Nucleoplasm,Centrosome,Supported
MAPKAPK3,Q16644,1,Nucleoplasm,,Supported
MAPKAPK5,Q8IW41,1,"Nucleoplasm, Cytosol",,Supported
MAPKBP1,O60336,1,"Nucleoli, Nucleoli rim",Nucleoplasm,Supported
MAPRE1,Q15691,1,"Centriolar satellite, Cytosol",,Approved
MAPRE2,Q15555,1,,,
MAPRE3,Q9UPY8,1,,,
MAPT,P10636,1,Plasma membrane,Nuclear speckles,Supported
MARCHF1,Q8TCQ1,1,Vesicles,"Endoplasmic reticulum, Golgi apparatus",Supported
MARCHF10,Q8NA82,1,"Plasma membrane, Cytosol",,Approved
MARCHF11,A6NNE9,1,,,
MARCHF2,Q9P0N8,1,Endoplasmic reticulum,Cytosol,Supported
MARCHF3,Q86UD3,1,Vesicles,,Supported
MARCHF4,Q9P2E8,1,,,
MARCHF5,Q9NX47,1,Mitochondria,,Supported
MARCHF6,O60337,1,Endoplasmic reticulum,,Supported
MARCHF7,Q9H992,1,"Plasma membrane, Cytosol",,Supported
MARCHF8,Q5T0T0,1,,,
MARCHF9,Q86YJ5,1,,,
MARCKS,P29966,1,Plasma membrane,"Nucleoplasm, Endoplasmic reticulum, Cytosol",Approved
MARCKSL1,P49006,1,Cytosol,"Nucleoplasm, Actin filaments",Supported
MARCO,Q9UEW3,1,Golgi apparatus,Vesicles,Approved
MARCOL,A0A1B0GUY1,1,,,
MARF1,Q9Y4F3,1,"Golgi apparatus, Vesicles",,Approved
MARK1,Q9P0L2,1,,,
MARK2,Q7KZI7,1,Plasma membrane,Nucleoplasm,Supported
MARK3,P27448,1,,,
MARK4,Q96L34,1,Cytosol,,Supported
MARS1,P56192,1,Cytosol,,Enhanced
MARS2,Q96GW9,1,,,
MARVELD1,Q9BSK0,1,,,
MARVELD2,Q8N4S9,1,Cell Junctions,,Supported
MARVELD3,Q96A59,1,Vesicles,Intermediate filaments,Approved
MAS1,P04201,1,,,
MAS1L,P35410,1,,,
MASP1,P48740,1,"Nucleoplasm, Cytosol",,Enhanced
MASP2,O00187,1,Golgi apparatus,,Supported
MAST1,Q9Y2H9,1,Vesicles,Cytosol,Supported
MAST2,Q6P0Q8,1,Cytosol,,Approved
MAST3,O60307,1,Nuclear speckles,,Approved
MAST4,O15021,1,"Nucleoplasm, Cytosol",,Approved
MASTL,Q96GX5,1,Nucleoplasm,,Enhanced
MAT1A,Q00266,1,,,
MAT2A,P31153,1,Nucleoplasm,Cytosol,Approved
MAT2B,Q9NZL9,1,Plasma membrane,,Approved
MATK,P42679,1,Microtubules,"Cytokinetic bridge, Mitotic spindle, Centriolar satellite, Cytosol",Approved
MATN1,P21941,1,,,
MATN2,O00339,1,,,
MATN3,O15232,1,"Endoplasmic reticulum, Golgi apparatus, Vesicles",,Approved
MATN4,O95460,1,,,
MATR3,P43243,1,Nucleoplasm,,Approved
MATR3,,0,Nucleoplasm,,Approved
MAU2,Q9Y6X3,1,Nucleoplasm,Nuclear bodies,Supported
MAVS,Q7Z434,1,Mitochondria,,Enhanced
MAX,P61244,1,Nucleoplasm,Golgi apparatus,Supported
MAZ,P56270,1,Nucleoplasm,,Enhanced
MB,P02144,1,,,
MB21D2,Q8IYB1,1,Cytosol,,Approved
MBD1,Q9UIS9,1,"Nucleoplasm, Vesicles",,Approved
MBD2,Q9UBB5,1,Nucleoplasm,,Supported
MBD3,O95983,1,Nucleoplasm,,Supported
MBD3L1,Q8WWY6,1,,,
MBD3L2,Q8NHZ7,1,"Nucleoplasm, Nucleoli",Cytosol,Uncertain
MBD3L2B,A0A1B0GVZ6,1,"Nucleoplasm, Nucleoli",Cytosol,Uncertain
MBD3L3,A6NE82,1,"Nucleoplasm, Nucleoli",,Uncertain
MBD3L4,A6NDZ8,1,"Nucleoplasm, Nucleoli",Cytosol,Uncertain
MBD3L5,A6NJ08,1,"Nucleoplasm, Nucleoli",Cytosol,Uncertain
MBD4,O95243,1,Nuclear speckles,,Supported
MBD5,Q9P267,1,"Nucleoplasm, Midbody",,Supported
MBD6,Q96DN6,1,Nucleoplasm,,Enhanced
MBIP,Q9NS73,1,Cytosol,"Nucleoplasm, Nucleoli",Supported
MBL2,P11226,1,,,
MBLAC1,A4D2B0,1,,,
MBLAC2,Q68D91,1,Mitochondria,Nucleoplasm,Approved
MBNL1,Q9NR56,1,Nucleoplasm,Cytosol,Enhanced
MBNL2,Q5VZF2,1,Nucleoplasm,,Supported
MBNL3,Q9NUK0,1,Nucleoplasm,Cytosol,Supported
MBOAT1,Q6ZNC8,1,,,
MBOAT2,Q6ZWT7,1,Vesicles,,Approved
MBOAT4,Q96T53,1,Golgi apparatus,,Supported
MBOAT7,Q96N66,1,Cytosol,,Approved
MBP,P02686,1,Plasma membrane,,Approved
MBTD1,Q05BQ5,1,Nucleoplasm,Cytosol,Approved
MBTPS1,Q14703,1,,,
MBTPS2,O43462,1,"Nucleoplasm, Mitochondria, Cytosol",,Approved
MC1R,Q01726,1,,,
MC2R,Q01718,1,,,
MC3R,P41968,1,,,
MC4R,P32245,1,,,
MC5R,P33032,1,Plasma membrane,,Supported
MCAM,P43121,1,Plasma membrane,,Approved
MCAT,Q8IVS2,1,Mitochondria,,Supported
MCC,P23508,1,Nucleoplasm,Cytosol,Supported
MCCC1,Q96RQ3,1,Mitochondria,,Supported
MCCC2,Q9HCC0,1,Mitochondria,,Enhanced
MCCD1,P59942,1,,,
MCEE,Q96PE7,1,Nucleoli,,Approved
MCEMP1,Q8IX19,1,Plasma membrane,,Supported
MCF2,P10911,1,"Plasma membrane, Cytosol",Nucleoplasm,Supported
MCF2L,O15068,1,,,
